# PokeAPI 128bccadf9922328ac0770e07a526a17766ec598; display-hint only; current values remain Profile ROM evidence.
# profile_species_id	hp	attack	defense	speed	sp_attack	sp_defense	official_species_id	official_name
664	66	117	70	67	40	50	611	斧牙龙
665	76	147	90	97	60	70	612	双斧战龙
666	55	70	40	40	60	40	613	喷嚏熊
667	95	130	80	50	70	80	614	冻原熊
668	80	50	50	105	95	135	615	几何雪花
669	50	40	85	25	40	65	616	小嘴蜗
670	80	70	40	145	100	60	617	敏捷虫
671	109	66	84	32	81	99	618	泥巴鱼
672	45	85	50	65	55	50	619	功夫鼬
673	65	125	60	105	95	60	620	师父鼬
674	77	120	90	48	60	90	621	赤面龙
675	59	74	50	35	35	50	622	泥偶小人
676	89	124	80	55	55	80	623	泥偶巨人
677	45	85	70	60	40	40	624	驹刀小兵
678	65	125	100	70	60	70	625	劈斩司令
679	95	110	95	55	40	95	626	爆炸头水牛
680	70	83	50	60	37	50	627	毛头小鹰
681	100	123	75	80	57	75	628	勇士雄鹰
682	70	55	75	60	45	65	629	秃鹰丫头
683	110	65	105	80	55	95	630	秃鹰娜
684	85	97	66	65	105	66	631	熔蚁兽
685	58	109	112	109	48	48	632	铁蚁
686	52	65	50	38	45	50	633	单首龙
687	72	85	70	58	65	70	634	双首暴龙
688	92	105	90	98	125	90	635	三首恶龙
689	55	85	55	60	50	55	636	燃烧虫
690	85	60	65	100	135	105	637	火神蛾
691	91	90	129	108	90	72	638	勾帕路翁
692	91	129	90	108	72	90	639	代拉基翁
693	91	90	72	108	90	129	640	毕力吉翁
694	79	115	70	111	125	80	641	龙卷云
695	79	115	70	111	125	80	642	雷电云
696	100	120	100	90	150	120	643	莱希拉姆
697	100	150	120	90	120	100	644	捷克罗姆
698	89	125	90	101	115	80	645	土地云
699	125	130	90	95	130	90	646	酋雷姆
700	91	72	90	108	129	90	647	凯路迪欧
701	100	77	77	90	128	128	648	美洛耶塔
702	71	120	95	99	120	95	649	盖诺赛克特
758	56	61	65	38	48	45	650	哈力栗
759	61	78	95	57	56	58	651	胖胖哈力
760	88	107	122	64	74	75	652	布里卡隆
761	40	45	40	60	62	60	653	火狐狸
762	59	59	58	73	90	70	654	长尾火狐
763	75	69	72	104	114	100	655	妖火红狐
764	41	56	40	71	62	44	656	呱呱泡蛙
765	54	63	52	97	83	56	657	呱头蛙
766	72	95	67	122	103	71	658	甲贺忍蛙
767	38	36	38	57	32	36	659	掘掘兔
768	85	56	77	78	50	77	660	掘地兔
769	45	50	43	62	40	38	661	小箭雀
770	62	73	55	84	56	52	662	火箭雀
771	78	81	71	126	74	69	663	烈箭鹰
772	38	35	40	35	27	25	664	粉蝶虫
773	45	22	60	29	27	30	665	粉蝶蛹
774	80	52	50	89	90	50	666	彩粉蝶
775	62	50	58	72	73	54	667	小狮狮
776	86	68	72	106	109	66	668	火炎狮
777	44	38	39	42	61	79	669	花蓓蓓
778	54	45	47	52	75	98	670	花叶蒂
779	78	65	68	75	112	154	671	花洁夫人
780	66	65	48	52	62	57	672	坐骑小羊
781	123	100	62	68	97	81	673	坐骑山羊
782	67	82	62	43	46	48	674	顽皮熊猫
783	95	124	78	58	69	71	675	霸道熊猫
784	75	80	60	102	65	90	676	多丽米亚
785	62	48	54	68	63	60	677	妙喵
786	74	48	76	104	83	81	678	超能妙喵
787	45	80	100	28	35	37	679	独剑鞘
788	59	110	150	35	45	49	680	双剑鞘
789	60	50	140	60	50	140	681	坚盾剑怪
790	78	52	60	23	63	65	682	粉香香
791	101	72	72	29	99	89	683	芳香精
792	62	48	66	49	59	57	684	绵绵泡芙
793	82	80	86	72	85	75	685	胖甜妮
794	53	54	53	45	37	46	686	好啦鱿
795	86	92	88	73	68	75	687	乌贼王
796	42	52	67	50	39	56	688	龟脚脚
797	72	105	115	68	54	86	689	龟足巨铠
798	50	60	60	30	60	60	690	垃垃藻
799	65	75	90	44	97	123	691	毒藻龙
800	50	53	62	44	58	63	692	铁臂枪虾
801	71	73	88	59	120	89	693	钢炮臂虾
802	44	38	33	70	61	43	694	伞电蜥
803	62	55	52	109	109	94	695	光电伞蜥
804	58	89	77	48	45	45	696	宝宝暴龙
805	82	121	119	71	69	59	697	怪颚龙
806	77	59	50	46	67	63	698	冰雪龙
807	123	77	72	58	99	92	699	冰雪巨龙
808	95	65	65	60	110	130	700	仙子伊布
809	78	92	75	118	74	63	701	摔角鹰人
810	67	58	57	101	81	67	702	咚咚鼠
811	50	50	150	50	50	150	703	小碎钻
812	45	50	35	40	55	75	704	黏黏宝
813	68	75	53	60	83	113	705	黏美儿
814	90	100	70	80	110	150	706	黏美龙
815	57	80	91	75	80	87	707	钥圈儿
816	43	70	48	38	50	60	708	小木灵
817	85	110	76	56	65	82	709	朽木妖
818	49	66	70	51	44	55	710	南瓜精
819	65	90	122	84	58	75	711	南瓜怪人
820	55	69	85	28	32	35	712	冰宝
821	95	117	184	28	44	46	713	冰岩怪
822	40	30	35	55	45	40	714	嗡蝠
823	85	70	80	123	97	80	715	音波龙
824	126	131	95	99	131	98	716	哲尔尼亚斯
825	126	131	95	99	131	98	717	伊裴尔塔尔
826	108	100	121	95	81	95	718	基格尔德
827	50	100	150	50	100	150	719	蒂安希
828	80	110	60	70	150	130	720	胡帕
830	80	110	120	70	130	90	721	波尔凯尼恩
939	68	55	55	42	50	50	722	木木枭
940	78	75	75	52	70	70	723	投羽枭
941	78	107	75	70	100	100	724	狙射树枭
942	45	65	40	70	60	40	725	火斑喵
943	65	85	50	90	80	50	726	炎热喵
944	95	115	90	60	80	90	727	炽焰咆哮虎
945	50	54	54	40	66	56	728	球球海狮
946	60	69	69	50	91	81	729	花漾海狮
947	80	74	74	60	126	116	730	西狮海壬
948	35	75	30	65	30	30	731	小笃儿
949	55	85	50	75	40	50	732	喇叭啄鸟
950	80	120	75	60	75	75	733	铳嘴大鸟
951	48	70	30	45	30	30	734	猫鼬少
952	88	110	60	45	55	60	735	猫鼬探长
953	47	62	45	46	55	45	736	强颚鸡母虫
954	57	82	95	36	55	75	737	虫电宝
955	77	70	90	43	145	75	738	锹农炮虫
956	47	82	57	63	42	47	739	好胜蟹
957	97	132	77	43	62	67	740	好胜毛蟹
958	75	70	70	93	98	70	741	花舞鸟
959	40	45	40	84	55	40	742	萌虻
960	60	55	60	124	95	70	743	蝶结萌虻
961	45	65	40	60	30	40	744	岩狗狗
962	75	115	65	112	55	65	745	鬃岩狼人
963	45	20	20	40	25	25	746	弱丁鱼
964	50	53	62	45	43	52	747	好坏星
965	50	63	152	35	53	142	748	超坏星
966	70	100	70	45	45	55	749	泥驴仔
967	100	125	100	35	55	85	750	重泥挽马
968	38	40	52	27	40	72	751	滴蛛
969	68	70	92	42	50	132	752	滴蛛霸
970	40	55	35	35	50	35	753	伪螳草
971	70	105	90	45	80	90	754	兰螳花
972	40	35	55	15	65	75	755	睡睡菇
973	60	45	80	30	90	100	756	灯罩夜菇
974	48	44	40	77	71	40	757	夜盗火蜥
975	68	64	60	117	111	60	758	焰后蜥
976	70	75	50	50	45	50	759	童偶熊
977	120	125	80	60	55	60	760	穿着熊
978	42	30	38	32	30	38	761	甜竹竹
979	52	40	48	62	40	48	762	甜舞妮
980	72	120	98	72	50	98	763	甜冷美后
981	51	52	90	100	82	110	764	花疗环环
982	90	60	80	60	90	110	765	智挥猩
983	100	120	90	80	40	60	766	投掷猴
984	25	35	40	80	20	30	767	胆小虫
985	75	125	140	40	60	90	768	具甲武者
986	55	55	80	15	70	45	769	沙丘娃
987	85	75	110	35	100	75	770	噬沙堡爷
988	55	60	130	5	30	130	771	拳海参
989	95	95	95	59	95	95	772	属性:空
990	95	95	95	95	95	95	773	银伴战兽
992	65	115	65	65	75	95	775	树枕尾熊
993	60	78	135	36	91	85	776	爆焰龟兽
994	65	98	63	96	40	73	777	托戈德玛尔
995	55	90	80	96	50	105	778	谜拟丘
996	68	105	70	92	70	70	779	磨牙彩皮鱼
997	78	60	85	36	135	91	780	老翁龙
998	70	131	100	40	86	90	781	破破舵轮
999	45	55	65	45	45	45	782	心鳞宝
1000	55	75	90	65	65	70	783	鳞甲龙
1001	75	110	125	85	100	105	784	杖尾鳞甲龙
1006	43	29	31	37	29	31	789	科斯莫古
1007	43	29	131	37	29	131	790	科斯莫姆
1008	137	137	107	97	113	89	791	索尔迦雷欧
1009	137	113	89	97	137	107	792	露奈雅拉
1010	109	53	47	103	127	131	793	虚吾伊德
1011	107	139	139	79	53	53	794	爆肌蚊
1012	71	137	37	151	137	37	795	费洛美螂
1013	83	89	71	83	173	71	796	电束木
1014	97	101	103	61	107	101	797	铁火辉夜
1015	59	181	131	109	59	31	798	纸御剑
1016	223	101	53	43	97	53	799	恶食大王
1017	97	107	101	79	127	89	800	奈克洛兹玛
1018	80	95	115	65	130	115	801	玛机雅娜
1019	90	125	80	125	90	90	802	玛夏多
1074	67	73	67	73	73	67	803	毒贝比
1075	73	73	73	121	127	73	804	四颚针龙
1076	61	131	211	13	53	101	805	垒磊石
1077	53	127	53	107	151	79	806	砰头小丑
1078	88	112	75	143	102	80	807	捷拉奥拉
1083	46	65	65	34	55	35	808	美录坦
1084	135	143	143	34	80	65	809	美录梅塔
1102	50	65	50	65	40	40	810	敲音猴
1103	70	85	70	80	55	60	811	啪咚猴
1104	100	125	90	85	60	70	812	轰擂金刚猩
1105	50	71	40	69	40	40	813	炎兔儿
1106	65	86	60	94	55	60	814	腾蹴小将
1107	80	116	75	119	65	75	815	闪焰王牌
1108	50	40	40	70	70	40	816	泪眼蜥
1109	65	60	55	90	95	55	817	变涩蜥
1110	70	85	65	120	125	65	818	千面避役
1111	70	55	55	25	35	35	819	贪心栗鼠
1112	120	95	95	20	55	75	820	藏饱栗鼠
1113	38	47	35	57	33	35	821	稚山雀
1114	68	67	55	77	43	55	822	蓝鸦
1115	98	87	105	67	53	85	823	钢铠鸦
1116	25	20	20	45	25	45	824	索侦虫
1117	50	35	80	30	50	90	825	天罩虫
1118	60	45	110	90	80	120	826	以欧路普
1119	40	28	28	50	47	52	827	狡小狐
1120	70	58	58	90	87	92	828	猾大狐
1121	40	40	60	10	40	60	829	幼棉棉
1122	60	50	90	60	80	120	830	白蓬蓬
1123	42	40	55	48	40	45	831	毛辫羊
1124	72	80	100	88	60	90	832	毛毛角羊
1125	50	64	50	44	38	38	833	咬咬龟
1126	90	115	90	74	48	68	834	暴噬龟
1127	59	45	50	26	40	50	835	来电汪
1128	69	90	60	121	90	60	836	逐电犬
1129	30	40	50	30	40	50	837	小炭仔
1130	80	60	90	50	60	70	838	大炭车
1131	110	80	120	30	80	90	839	巨炭山
1132	40	40	80	20	40	40	840	啃果虫
1133	70	110	80	70	95	60	841	苹裹龙
1134	110	85	80	30	100	80	842	丰蜜龙
1135	52	57	75	46	35	50	843	沙包蛇
1136	72	107	125	71	65	70	844	沙螺蟒
1137	70	85	55	85	85	95	845	古月鸟
1138	41	63	40	66	40	30	846	刺梭鱼
1139	61	123	60	136	60	50	847	戽斗尖梭
1140	40	38	35	40	54	35	848	电音婴
1141	75	98	70	75	114	70	849	颤弦蝾螈
1142	50	65	45	45	50	50	850	烧火蚣
1143	100	115	65	65	90	90	851	焚焰蚣
1144	50	68	60	32	50	50	852	拳拳蛸
1145	80	118	90	42	70	80	853	八爪武师
1146	40	45	45	50	74	54	854	来悲茶
1147	60	65	65	70	134	114	855	怖思壶
1148	42	30	45	39	56	53	856	迷布莉姆
1149	57	40	65	49	86	73	857	提布莉姆
1150	57	90	95	29	136	103	858	布莉姆温
1151	45	45	30	50	55	40	859	捣蛋小妖
1152	65	60	45	70	75	55	860	诈唬魔
1153	95	120	65	60	95	75	861	长毛巨魔
1154	93	90	101	95	60	81	862	堵拦熊
1155	70	110	100	50	50	60	863	喵头目
1156	60	95	50	30	145	130	864	魔灵珊瑚
1157	62	135	95	65	68	82	865	葱游兵
1158	80	85	75	70	110	100	866	踏冰人偶
1159	58	95	145	30	50	105	867	迭失板
1160	45	40	40	34	50	61	868	小仙奶
1162	65	100	100	75	70	60	870	列阵兵
1163	48	101	95	15	91	85	871	啪嚓海胆
1164	30	25	35	20	45	30	872	雪吞虫
1165	70	65	60	65	125	90	873	雪绒蛾
1166	100	125	135	70	20	20	874	巨石丁
1167	75	80	110	50	65	90	875	冰砌鹅
1168	60	65	55	95	105	95	876	爱管侍
1169	58	95	58	97	70	58	877	莫鲁贝可
1170	72	80	49	40	40	49	878	铜象
1171	122	130	69	30	80	69	879	大王铜象
1172	90	100	90	75	80	70	880	雷鸟龙
1173	90	100	90	55	90	80	881	雷鸟海兽
1174	90	90	100	75	70	80	882	鳃鱼龙
1175	90	90	100	55	80	90	883	鳃鱼海兽
1176	70	95	115	85	120	50	884	铝钢龙
1177	28	60	30	82	40	30	885	多龙梅西亚
1178	68	80	50	102	60	50	886	多龙奇
1179	88	120	75	142	100	75	887	多龙巴鲁托
1180	92	120	115	138	80	115	888	苍响
1181	92	120	115	138	80	115	889	藏玛然特
1182	140	85	95	130	145	95	890	无极汰那
1183	60	90	60	72	53	50	891	熊徒弟
1185	105	120	105	105	70	95	893	萨戮德
1186	80	100	50	200	100	50	894	雷吉艾勒奇
1187	200	100	50	80	100	50	895	雷吉铎拉戈
1188	100	145	130	30	65	110	896	雪暴马
1189	100	65	60	130	145	80	897	灵幽马
1190	100	80	80	80	80	80	898	蕾冠王
1251	103	105	72	65	105	75	899	诡角鹿
1252	70	135	95	85	45	70	900	劈斧螳螂
1253	130	140	105	50	45	80	901	月月熊
1256	80	130	60	120	40	80	903	大狃拉
1257	85	115	95	85	65	65	904	万针鱼
1258	74	115	70	106	135	80	905	眷恋云
