# PokeAPI 128bccadf9922328ac0770e07a526a17766ec598; display-hint only; current values remain Profile ROM evidence.
# profile_species_id	hp	attack	defense	speed	sp_attack	sp_defense	official_species_id	official_name
609	60	55	90	80	145	90	609	水晶灯火灵
610	46	87	60	57	30	40	610	牙牙
611	66	117	70	67	40	50	611	斧牙龙
612	76	147	90	97	60	70	612	双斧战龙
613	55	70	40	40	60	40	613	喷嚏熊
614	95	130	80	50	70	80	614	冻原熊
615	80	50	50	105	95	135	615	几何雪花
616	50	40	85	25	40	65	616	小嘴蜗
617	80	70	40	145	100	60	617	敏捷虫
618	109	66	84	32	81	99	618	泥巴鱼
619	45	85	50	65	55	50	619	功夫鼬
620	65	125	60	105	95	60	620	师父鼬
621	77	120	90	48	60	90	621	赤面龙
622	59	74	50	35	35	50	622	泥偶小人
623	89	124	80	55	55	80	623	泥偶巨人
624	45	85	70	60	40	40	624	驹刀小兵
625	65	125	100	70	60	70	625	劈斩司令
626	95	110	95	55	40	95	626	爆炸头水牛
627	70	83	50	60	37	50	627	毛头小鹰
628	100	123	75	80	57	75	628	勇士雄鹰
629	70	55	75	60	45	65	629	秃鹰丫头
630	110	65	105	80	55	95	630	秃鹰娜
631	85	97	66	65	105	66	631	熔蚁兽
632	58	109	112	109	48	48	632	铁蚁
633	52	65	50	38	45	50	633	单首龙
634	72	85	70	58	65	70	634	双首暴龙
635	92	105	90	98	125	90	635	三首恶龙
636	55	85	55	60	50	55	636	燃烧虫
637	85	60	65	100	135	105	637	火神蛾
638	91	90	129	108	90	72	638	勾帕路翁
639	91	129	90	108	72	90	639	代拉基翁
640	91	90	72	108	90	129	640	毕力吉翁
641	79	115	70	111	125	80	641	龙卷云
642	79	115	70	111	125	80	642	雷电云
643	100	120	100	90	150	120	643	莱希拉姆
644	100	150	120	90	120	100	644	捷克罗姆
645	89	125	90	101	115	80	645	土地云
646	125	130	90	95	130	90	646	酋雷姆
647	91	72	90	108	129	90	647	凯路迪欧
648	100	77	77	90	128	128	648	美洛耶塔
649	71	120	95	99	120	95	649	盖诺赛克特
650	56	61	65	38	48	45	650	哈力栗
651	61	78	95	57	56	58	651	胖胖哈力
652	88	107	122	64	74	75	652	布里卡隆
653	40	45	40	60	62	60	653	火狐狸
654	59	59	58	73	90	70	654	长尾火狐
655	75	69	72	104	114	100	655	妖火红狐
656	41	56	40	71	62	44	656	呱呱泡蛙
657	54	63	52	97	83	56	657	呱头蛙
658	72	95	67	122	103	71	658	甲贺忍蛙
659	38	36	38	57	32	36	659	掘掘兔
660	85	56	77	78	50	77	660	掘地兔
661	45	50	43	62	40	38	661	小箭雀
662	62	73	55	84	56	52	662	火箭雀
663	78	81	71	126	74	69	663	烈箭鹰
664	38	35	40	35	27	25	664	粉蝶虫
665	45	22	60	29	27	30	665	粉蝶蛹
666	80	52	50	89	90	50	666	彩粉蝶
667	62	50	58	72	73	54	667	小狮狮
668	86	68	72	106	109	66	668	火炎狮
669	44	38	39	42	61	79	669	花蓓蓓
670	54	45	47	52	75	98	670	花叶蒂
671	78	65	68	75	112	154	671	花洁夫人
672	66	65	48	52	62	57	672	坐骑小羊
673	123	100	62	68	97	81	673	坐骑山羊
674	67	82	62	43	46	48	674	顽皮熊猫
675	95	124	78	58	69	71	675	霸道熊猫
676	75	80	60	102	65	90	676	多丽米亚
677	62	48	54	68	63	60	677	妙喵
678	74	48	76	104	83	81	678	超能妙喵
679	45	80	100	28	35	37	679	独剑鞘
680	59	110	150	35	45	49	680	双剑鞘
681	60	50	140	60	50	140	681	坚盾剑怪
682	78	52	60	23	63	65	682	粉香香
683	101	72	72	29	99	89	683	芳香精
684	62	48	66	49	59	57	684	绵绵泡芙
685	82	80	86	72	85	75	685	胖甜妮
686	53	54	53	45	37	46	686	好啦鱿
687	86	92	88	73	68	75	687	乌贼王
688	42	52	67	50	39	56	688	龟脚脚
689	72	105	115	68	54	86	689	龟足巨铠
690	50	60	60	30	60	60	690	垃垃藻
691	65	75	90	44	97	123	691	毒藻龙
692	50	53	62	44	58	63	692	铁臂枪虾
693	71	73	88	59	120	89	693	钢炮臂虾
694	44	38	33	70	61	43	694	伞电蜥
695	62	55	52	109	109	94	695	光电伞蜥
696	58	89	77	48	45	45	696	宝宝暴龙
697	82	121	119	71	69	59	697	怪颚龙
698	77	59	50	46	67	63	698	冰雪龙
699	123	77	72	58	99	92	699	冰雪巨龙
700	95	65	65	60	110	130	700	仙子伊布
701	78	92	75	118	74	63	701	摔角鹰人
702	67	58	57	101	81	67	702	咚咚鼠
703	50	50	150	50	50	150	703	小碎钻
704	45	50	35	40	55	75	704	黏黏宝
705	68	75	53	60	83	113	705	黏美儿
706	90	100	70	80	110	150	706	黏美龙
707	57	80	91	75	80	87	707	钥圈儿
708	43	70	48	38	50	60	708	小木灵
709	85	110	76	56	65	82	709	朽木妖
710	49	66	70	51	44	55	710	南瓜精
711	65	90	122	84	58	75	711	南瓜怪人
712	55	69	85	28	32	35	712	冰宝
713	95	117	184	28	44	46	713	冰岩怪
714	40	30	35	55	45	40	714	嗡蝠
715	85	70	80	123	97	80	715	音波龙
716	126	131	95	99	131	98	716	哲尔尼亚斯
717	126	131	95	99	131	98	717	伊裴尔塔尔
718	108	100	121	95	81	95	718	基格尔德
719	50	100	150	50	100	150	719	蒂安希
720	80	110	60	70	150	130	720	胡帕
721	80	110	120	70	130	90	721	波尔凯尼恩
722	68	55	55	42	50	50	722	木木枭
723	78	75	75	52	70	70	723	投羽枭
724	78	107	75	70	100	100	724	狙射树枭
725	45	65	40	70	60	40	725	火斑喵
726	65	85	50	90	80	50	726	炎热喵
727	95	115	90	60	80	90	727	炽焰咆哮虎
728	50	54	54	40	66	56	728	球球海狮
729	60	69	69	50	91	81	729	花漾海狮
730	80	74	74	60	126	116	730	西狮海壬
731	35	75	30	65	30	30	731	小笃儿
732	55	85	50	75	40	50	732	喇叭啄鸟
733	80	120	75	60	75	75	733	铳嘴大鸟
734	48	70	30	45	30	30	734	猫鼬少
735	88	110	60	45	55	60	735	猫鼬探长
736	47	62	45	46	55	45	736	强颚鸡母虫
737	57	82	95	36	55	75	737	虫电宝
738	77	70	90	43	145	75	738	锹农炮虫
739	47	82	57	63	42	47	739	好胜蟹
740	97	132	77	43	62	67	740	好胜毛蟹
741	75	70	70	93	98	70	741	花舞鸟
742	40	45	40	84	55	40	742	萌虻
743	60	55	60	124	95	70	743	蝶结萌虻
744	45	65	40	60	30	40	744	岩狗狗
745	75	115	65	112	55	65	745	鬃岩狼人
746	45	20	20	40	25	25	746	弱丁鱼
747	50	53	62	45	43	52	747	好坏星
748	50	63	152	35	53	142	748	超坏星
749	70	100	70	45	45	55	749	泥驴仔
750	100	125	100	35	55	85	750	重泥挽马
751	38	40	52	27	40	72	751	滴蛛
752	68	70	92	42	50	132	752	滴蛛霸
753	40	55	35	35	50	35	753	伪螳草
754	70	105	90	45	80	90	754	兰螳花
755	40	35	55	15	65	75	755	睡睡菇
756	60	45	80	30	90	100	756	灯罩夜菇
757	48	44	40	77	71	40	757	夜盗火蜥
758	68	64	60	117	111	60	758	焰后蜥
759	70	75	50	50	45	50	759	童偶熊
760	120	125	80	60	55	60	760	穿着熊
761	42	30	38	32	30	38	761	甜竹竹
762	52	40	48	62	40	48	762	甜舞妮
763	72	120	98	72	50	98	763	甜冷美后
764	51	52	90	100	82	110	764	花疗环环
765	90	60	80	60	90	110	765	智挥猩
766	100	120	90	80	40	60	766	投掷猴
767	25	35	40	80	20	30	767	胆小虫
768	75	125	140	40	60	90	768	具甲武者
769	55	55	80	15	70	45	769	沙丘娃
770	85	75	110	35	100	75	770	噬沙堡爷
771	55	60	130	5	30	130	771	拳海参
772	95	95	95	59	95	95	772	属性:空
773	95	95	95	95	95	95	773	银伴战兽
774	60	60	100	60	60	100	774	小陨星
775	65	115	65	65	75	95	775	树枕尾熊
776	60	78	135	36	91	85	776	爆焰龟兽
777	65	98	63	96	40	73	777	托戈德玛尔
778	55	90	80	96	50	105	778	谜拟丘
779	68	105	70	92	70	70	779	磨牙彩皮鱼
780	78	60	85	36	135	91	780	老翁龙
781	70	131	100	40	86	90	781	破破舵轮
782	45	55	65	45	45	45	782	心鳞宝
783	55	75	90	65	65	70	783	鳞甲龙
784	75	110	125	85	100	105	784	杖尾鳞甲龙
789	43	29	31	37	29	31	789	科斯莫古
790	43	29	131	37	29	131	790	科斯莫姆
791	137	137	107	97	113	89	791	索尔迦雷欧
792	137	113	89	97	137	107	792	露奈雅拉
793	109	53	47	103	127	131	793	虚吾伊德
794	107	139	139	79	53	53	794	爆肌蚊
795	71	137	37	151	137	37	795	费洛美螂
796	83	89	71	83	173	71	796	电束木
797	97	101	103	61	107	101	797	铁火辉夜
798	59	181	131	109	59	31	798	纸御剑
799	223	101	53	43	97	53	799	恶食大王
800	97	107	101	79	127	89	800	奈克洛兹玛
801	80	95	115	65	130	115	801	玛机雅娜
802	90	125	80	125	90	90	802	玛夏多
803	67	73	67	73	73	67	803	毒贝比
804	73	73	73	121	127	73	804	四颚针龙
805	61	131	211	13	53	101	805	垒磊石
806	53	127	53	107	151	79	806	砰头小丑
807	88	112	75	143	102	80	807	捷拉奥拉
808	46	65	65	34	55	35	808	美录坦
809	135	143	143	34	80	65	809	美录梅塔
810	50	65	50	65	40	40	810	敲音猴
811	70	85	70	80	55	60	811	啪咚猴
812	100	125	90	85	60	70	812	轰擂金刚猩
813	50	71	40	69	40	40	813	炎兔儿
814	65	86	60	94	55	60	814	腾蹴小将
815	80	116	75	119	65	75	815	闪焰王牌
816	50	40	40	70	70	40	816	泪眼蜥
817	65	60	55	90	95	55	817	变涩蜥
818	70	85	65	120	125	65	818	千面避役
819	70	55	55	25	35	35	819	贪心栗鼠
820	120	95	95	20	55	75	820	藏饱栗鼠
821	38	47	35	57	33	35	821	稚山雀
822	68	67	55	77	43	55	822	蓝鸦
823	98	87	105	67	53	85	823	钢铠鸦
824	25	20	20	45	25	45	824	索侦虫
825	50	35	80	30	50	90	825	天罩虫
826	60	45	110	90	80	120	826	以欧路普
827	40	28	28	50	47	52	827	狡小狐
828	70	58	58	90	87	92	828	猾大狐
829	40	40	60	10	40	60	829	幼棉棉
830	60	50	90	60	80	120	830	白蓬蓬
831	42	40	55	48	40	45	831	毛辫羊
832	72	80	100	88	60	90	832	毛毛角羊
833	50	64	50	44	38	38	833	咬咬龟
834	90	115	90	74	48	68	834	暴噬龟
835	59	45	50	26	40	50	835	来电汪
836	69	90	60	121	90	60	836	逐电犬
837	30	40	50	30	40	50	837	小炭仔
838	80	60	90	50	60	70	838	大炭车
839	110	80	120	30	80	90	839	巨炭山
840	40	40	80	20	40	40	840	啃果虫
841	70	110	80	70	95	60	841	苹裹龙
842	110	85	80	30	100	80	842	丰蜜龙
843	52	57	75	46	35	50	843	沙包蛇
844	72	107	125	71	65	70	844	沙螺蟒
845	70	85	55	85	85	95	845	古月鸟
846	41	63	40	66	40	30	846	刺梭鱼
847	61	123	60	136	60	50	847	戽斗尖梭
848	40	38	35	40	54	35	848	电音婴
849	75	98	70	75	114	70	849	颤弦蝾螈
850	50	65	45	45	50	50	850	烧火蚣
851	100	115	65	65	90	90	851	焚焰蚣
852	50	68	60	32	50	50	852	拳拳蛸
853	80	118	90	42	70	80	853	八爪武师
854	40	45	45	50	74	54	854	来悲茶
855	60	65	65	70	134	114	855	怖思壶
856	42	30	45	39	56	53	856	迷布莉姆
857	57	40	65	49	86	73	857	提布莉姆
858	57	90	95	29	136	103	858	布莉姆温
859	45	45	30	50	55	40	859	捣蛋小妖
860	65	60	45	70	75	55	860	诈唬魔
861	95	120	65	60	95	75	861	长毛巨魔
862	93	90	101	95	60	81	862	堵拦熊
863	70	110	100	50	50	60	863	喵头目
864	60	95	50	30	145	130	864	魔灵珊瑚
865	62	135	95	65	68	82	865	葱游兵
866	80	85	75	70	110	100	866	踏冰人偶
867	58	95	145	30	50	105	867	迭失板
868	45	40	40	34	50	61	868	小仙奶
869	65	60	75	64	110	121	869	霜奶仙
870	65	100	100	75	70	60	870	列阵兵
871	48	101	95	15	91	85	871	啪嚓海胆
872	30	25	35	20	45	30	872	雪吞虫
873	70	65	60	65	125	90	873	雪绒蛾
874	100	125	135	70	20	20	874	巨石丁
875	75	80	110	50	65	90	875	冰砌鹅
876	60	65	55	95	105	95	876	爱管侍
877	58	95	58	97	70	58	877	莫鲁贝可
878	72	80	49	40	40	49	878	铜象
879	122	130	69	30	80	69	879	大王铜象
880	90	100	90	75	80	70	880	雷鸟龙
881	90	100	90	55	90	80	881	雷鸟海兽
882	90	90	100	75	70	80	882	鳃鱼龙
883	90	90	100	55	80	90	883	鳃鱼海兽
884	70	95	115	85	120	50	884	铝钢龙
885	28	60	30	82	40	30	885	多龙梅西亚
886	68	80	50	102	60	50	886	多龙奇
887	88	120	75	142	100	75	887	多龙巴鲁托
888	92	120	115	138	80	115	888	苍响
889	92	120	115	138	80	115	889	藏玛然特
890	140	85	95	130	145	95	890	无极汰那
891	60	90	60	72	53	50	891	熊徒弟
892	100	130	100	97	63	60	892	武道熊师
893	105	120	105	105	70	95	893	萨戮德
894	80	100	50	200	100	50	894	雷吉艾勒奇
895	200	100	50	80	100	50	895	雷吉铎拉戈
896	100	145	130	30	65	110	896	雪暴马
897	100	65	60	130	145	80	897	灵幽马
898	100	80	80	80	80	80	898	蕾冠王
951	125	100	80	55	85	75	982	土龙节节
1313	103	105	72	65	105	75	899	诡角鹿
1314	70	135	95	85	45	70	900	劈斧螳螂
1316	85	115	95	85	65	65	904	万针鱼
1318	130	140	105	50	45	80	901	月月熊
1324	120	112	65	78	80	75	902	幽尾玄鱼
1329	80	130	60	120	40	80	903	大狃拉
1334	74	115	70	106	135	80	905	眷恋云
1339	130	75	60	20	45	100	980	土王
1340	110	115	80	90	50	90	979	弃世猴
1341	120	90	70	60	110	70	981	奇麒麟
1345	40	40	35	70	50	100	948	原野水母
1346	80	70	65	100	80	120	949	陆地水母
1347	10	55	25	95	35	25	960	海地鼠
1348	35	100	50	120	50	70	961	三海地鼠
1349	100	135	120	50	60	85	983	仆刀将军
1350	65	75	45	55	35	45	996	凉脊龙
1351	90	95	66	62	45	65	997	冻脊龙
1352	115	145	92	87	75	86	998	戟脊龙
1353	115	131	131	87	53	53	984	雄伟牙
1354	115	65	99	111	65	115	985	吼叫尾
1355	111	127	99	55	79	99	986	猛恶菇
1356	55	55	55	135	135	135	987	振翼发
1357	85	135	79	81	85	105	988	爬地翅
1358	85	81	97	101	121	85	989	沙铁皮
1360	56	80	114	136	124	60	991	铁包袱
1361	154	140	108	50	50	68	992	铁臂膀
1362	94	80	86	108	122	80	993	铁脖颈
1363	80	70	60	110	140	110	994	铁毒蛾
1364	100	134	110	72	70	84	995	铁荆棘
1365	85	85	100	70	95	135	1001	古简蜗
1366	80	120	80	135	90	65	1002	古剑豹
1367	155	110	125	45	55	80	1003	古鼎鹿
1368	55	80	80	100	135	120	1004	古玉鱼
1369	105	139	71	119	55	101	1005	轰鸣月
1370	74	130	90	116	120	60	1006	铁武者
1371	100	135	115	135	85	100	1007	故勒顿
1372	100	85	100	135	135	115	1008	密勒顿
1373	99	83	91	109	125	83	1009	波荡水
1374	90	130	88	104	70	108	1010	铁斑叶
1376	88	128	115	80	58	86	1014	够赞狗
1377	88	75	66	106	130	90	1015	愿增猿
1378	88	91	82	99	70	125	1016	吉雉鸡
1379	90	65	85	60	65	85	1024	太乐巴戈斯
1381	70	45	40	75	45	40	963	波普海豚
1382	100	70	72	100	53	62	964	海豚侠
