group	map	name	width	height	warp_count	region	map_type	header_offset	layout_offset	events_offset
13	26	区域213	50	30	16	213	8	0x9EC930	0x933DDC	0xB9F840
13	27	区域213	55	55	2	213	8	0x9EC94C	0x9355A4	0xB9F934
13	28	区域213	55	55	2	213	8	0x9EC968	0x936D6C	0xB9F9B0
13	29	区域213	23	37	2	213	8	0x9EC984	0x937438	0xB9FAEC
13	30	区域213	60	50	1	213	8	0x9EC9A0	0x938BCC	0xB9FC38
13	31	第23岛	30	48	4	172	8	0x9EC9BC	0x939730	0xB9FD74
13	32	第23岛	30	48	5	172	8	0x9EC9D8	0x93A294	0xB9FE10
13	33	第23岛	30	100	1	172	8	0x9EC9F4	0x93BA28	0xB9FEA4
13	34	吉花市	13	9	3	226	8	0x9ECA10	0x93BB38	0xB9FF18
13	35	区域215	70	60	2	215	0	0x9ECA2C	0x93DC2C	0xBA0138
13	36	34号道路	9	11	4	245	8	0x9ECA48	0x93DD18	0xBA0184
13	37	圆朱市	9	11	4	229	8	0x9ECA64	0x93DE04	0xBA01D0
13	38	阿斯卡纳石室	11	9	3	191	8	0x9ECA80	0x93DEF0	0xBA0214
13	39	阿斯卡纳石室	9	11	4	191	8	0x9ECA9C	0x93DFDC	0xBA0290
13	40	区域219	52	56	2	219	0	0x9ECAB8	0x93F6C0	0xBA041C
13	41	36号道路	13	9	2	246	8	0x9ECAD4	0x93F7D0	0xBA0488
13	42	满金市	13	9	4	227	8	0x9ECAF0	0x93F8E0	0xBA0504
13	43	满金市	13	9	4	227	8	0x9ECB0C	0x93F9F0	0xBA0580
13	44	38号道路	27	13	2	248	9	0x9ECB28	0x93FCD4	0xBA0664
13	45	区域218	48	40	13	218	8	0x9ECB44	0x940BF8	0xBA0758
13	46	区域218	48	40	8	218	8	0x9ECB60	0x941B1C	0xBA07F4
13	47	区域218	40	37	10	218	8	0x9ECB7C	0x9426D0	0xBA08E8
13	48	阿斯卡纳石室	44	35	9	192	8	0x9ECB98	0x9432FC	0xBA0974
13	49	阿斯卡纳石室	40	50	6	192	8	0x9ECBB4	0x9442C0	0xBA0AA8
13	50	阿斯卡纳石室	40	40	2	192	8	0x9ECBD0	0x944F64	0xBA0B68
13	51	阿斯卡纳石室	40	36	2	192	8	0x9ECBEC	0x945AC8	0xBA0C98
13	52	湛蓝市	9	11	4	231	8	0x9ECC08	0x945BB4	0xBA0D14
13	53	第七岛	68	56	2	156	3	0x9ECC24	0x947998	0xBA0EB8
13	54	第七岛	11	9	5	156	8	0x9ECC40	0x947A84	0xBA0F78
13	55	第七岛	11	9	3	156	8	0x9ECC5C	0x947B70	0xBA0FBC
13	56	区域221	40	30	4	221	8	0x9ECC78	0x9484F4	0xBA1078
13	57	区域221	20	20	2	221	8	0x9ECC94	0x948838	0xBA10CC
13	58	区域221	24	20	6	221	8	0x9ECCB0	0x948C1C	0xBA1140
13	59	区域221	20	40	9	221	8	0x9ECCCC	0x949280	0xBA1214
13	60	区域221	12	20	2	221	8	0x9ECCE8	0x949484	0xBA1250
13	61	阿斯卡纳石室	14	11	1	190	8	0x9ECD04	0x94ECCC	0xBA12D8
13	62	阿斯卡纳石室	32	22	2	189	9	0x9ECD20	0x94F270	0xBA13B4
13	63	阿斯卡纳石室	28	34	1	189	9	0x9ECD3C	0x94FA04	0xBA1560
13	64	第九岛	52	32	9	158	8	0x9ECD58	0x950728	0xBA15E0
13	65	工匠之穴	25	23	2	202	8	0x9ECD74	0x950BCC	0xBA16F4
13	66	工匠之穴	25	23	2	202	8	0x9ECD90	0x951070	0xBA17F0
13	67	工匠之穴	25	23	2	202	8	0x9ECDAC	0x951514	0xBA1928
13	68	工匠之穴	25	23	2	202	8	0x9ECDC8	0x9519B8	0xBA1AE8
13	69	工匠之穴	25	23	2	202	8	0x9ECDE4	0x951E5C	0xBA1C00
13	70	第七岛	40	60	2	156	8	0x9ECE00	0x968870	0xBA1C7C
13	71	第七岛	60	60	2	156	8	0x9ECE1C	0x96A4B4	0xBA1D20
13	72	第七岛	60	60	2	156	8	0x9ECE38	0x96C0F8	0xBA1E3C
13	73	第七岛	50	50	2	156	8	0x9ECE54	0x96D4A4	0xBA1ED0
13	74	第七岛	48	56	1	156	7	0x9ECE70	0x96E9C8	0xBA1F74
13	75	圆朱市	27	18	2	229	8	0x9ECE8C	0x99A3A0	0xBA1F98
13	76	圆朱市	60	36	2	229	9	0x9ECEA8	0x99B4A4	0xBA2064
13	77	圆朱市	30	19	2	229	9	0x9ECEC4	0x99B93C	0xBA20E8
13	78	圆朱市	30	24	1	229	9	0x9ECEE0	0x99BF00	0xBA2204
13	79	训练家山	18	16	1	212	8	0x9ECEFC	0x9A6970	0xBA2268
13	80	特殊区域	21	21	2	196	8	0x9ECF18	0x9A938C	0xBA22C0
13	81	特殊区域	19	19	2	196	8	0x9ECF34	0x9A9684	0xBA22FC
13	82	特殊区域	27	24	1	196	8	0x9ECF50	0x9A9E40	0xBA2388
13	83	30号道路	11	9	1	241	0	0x9ECF6C	0x9B6F5C	0xBA23BC
13	84	30号道路	15	10	1	241	0	0x9ECF88	0x9B70AC	0xBA23FC
13	85	未知区域	21	21	2	252	8	0x9ECFA4	0x9B7B70	0xBA2420
13	86	未知区域	21	21	2	252	8	0x9ECFC0	0x9B7F08	0xBA245C
13	87	未知区域	21	21	2	252	8	0x9ECFDC	0x9B82A0	0xBA2480
13	88	未知区域	21	21	1	252	8	0x9ECFF8	0x9B8638	0xBA24B4
13	89	工匠之穴	25	23	2	202	8	0x9ED014	0x9B8ADC	0xBA2598
13	90	工匠之穴	25	23	2	202	8	0x9ED030	0x9B8F80	0xBA266C
13	91	工匠之穴	25	23	2	202	0	0x9ED04C	0x9B9424	0xBA2720
13	92	工匠之穴	25	23	2	202	8	0x9ED068	0x9B98C8	0xBA2844
13	93	工匠之穴	25	23	2	202	8	0x9ED084	0x9B9D6C	0xBA2988
13	94	工匠之穴	25	23	2	202	8	0x9ED0A0	0x9BA210	0xBA29D4
13	95	工匠之穴	25	23	2	202	8	0x9ED0BC	0x9BA6B4	0xBA2A20
13	96	工匠之穴	25	23	2	202	8	0x9ED0D8	0x9BAB58	0xBA2A6C
13	97	工匠之穴	25	23	18	202	8	0x9ED0F4	0x9BAFFC	0xBA2B38
13	98	47号道路	11	11	2	251	8	0x9ED110	0x9E7DD4	0xBA2B8C
14	0	真新镇	13	10	2	88	8	0x9ED12C	0x8A758C	0xBA2BE0
14	1	真新镇	12	9	2	88	8	0x9ED148	0x8A7688	0xBA2C04
14	2	真新镇	13	10	1	88	8	0x9ED164	0x8A77B0	0xBA2C20
14	3	真新镇	13	14	5	88	9	0x9ED180	0x8A7940	0xBA2D88
14	4	真新镇	24	20	3	88	2	0x9ED19C	0x9C0354	0xBA2E50
14	5	真新镇	56	26	4	88	9	0x9ED1B8	0x9DB480	0xBA300C
14	6	真新镇	55	24	5	88	9	0x9ED1D4	0x9DBEF4	0xBA31D0
14	7	真新镇	55	24	3	88	9	0x9ED1F0	0x9DC968	0xBA3538
14	8	真新镇	26	20	2	88	9	0x9ED20C	0x9DCD9C	0xBA36BC
14	9	真新镇	40	14	2	88	9	0x9ED228	0x9DD220	0xBA37A8
14	10	真新镇	30	100	1	88	9	0x9ED244	0x9E5610	0xBA397C
15	0	常青市	11	9	3	89	8	0x9ED260	0x8A7A2C	0xBA39FC
15	1	常青市	20	24	4	89	9	0x9ED27C	0x8A7E10	0xBA3BD4
15	2	常青市	10	9	1	89	8	0x9ED298	0x8A7EE8	0xBA3C20
15	3	常青市	11	9	1	89	8	0x9ED2B4	0x8A7FD4	0xBA3C84
15	4	常青市	15	10	3	89	8	0x9ED2D0	0x8A8124	0xBA3D10
15	5	1号道路	24	40	0	101	0	0x9ED2EC	0x9C147C	0xBA3D60
15	6	常青市	48	40	5	89	0	0x9ED308	0x9C23A0	0xBA3E5C
15	7	2号道路	24	40	10	102	0	0x9ED324	0x9C2B44	0xBA3F2C
15	8	22号道路	48	24	1	122	3	0x9ED340	0x9C3468	0xBA3F54
15	9	常青市	12	20	1	89	9	0x9ED35C	0x9C42BC	0xBA3FA4
16	0	深灰市	28	11	6	90	9	0x9ED378	0x8A83B0	0xBA40C0
16	1	深灰市	19	10	2	90	9	0x9ED394	0x8A8550	0xBA41BC
16	2	深灰市	13	16	3	90	9	0x9ED3B0	0x8A8714	0xBA4368
16	3	深灰市	11	9	1	90	8	0x9ED3CC	0x8A8800	0xBA43CC
16	4	深灰市	11	9	3	90	8	0x9ED3E8	0x8A88EC	0xBA4440
16	5	深灰市	45	58	1	90	8	0x9ED404	0x8A9D74	0xBA4504
16	6	深灰市	15	10	1	90	8	0x9ED420	0x8A9EC4	0xBA4520
16	7	深灰市	11	9	3	90	8	0x9ED43C	0x8A9FB0	0xBA457C
17	0	华蓝市	10	10	4	91	8	0x9ED458	0x8AA09C	0xBA45C8
17	1	华蓝市	10	9	4	91	9	0x9ED474	0x8AA174	0xBA465C
17	2	华蓝市	11	9	3	91	8	0x9ED490	0x8AA260	0xBA46B8
17	3	华蓝市	15	10	3	91	8	0x9ED4AC	0x8AA3B0	0xBA4774
17	4	华蓝市	15	10	0	91	8	0x9ED4C8	0x8AA500	0xBA4788
17	5	华蓝市	17	20	1	91	9	0x9ED4E4	0x8AA7CC	0xBA48BC
17	6	华蓝市	11	10	3	91	9	0x9ED500	0x8AA8CC	0xBA499C
17	7	华蓝市	11	9	1	91	8	0x9ED51C	0x8AA9B8	0xBA4A00
17	8	华蓝市	11	9	1	91	8	0x9ED538	0x8AAAA4	0xBA4A34
17	9	华蓝市	11	9	1	91	8	0x9ED554	0x8AAB90	0xBA4A74
18	0	枯叶市	11	9	3	93	8	0x9ED570	0x8AAC7C	0xBA4AB8
18	1	枯叶市	15	10	3	93	8	0x9ED58C	0x8AADCC	0xBA4B74
18	2	枯叶市	15	10	0	93	8	0x9ED5A8	0x8AAF1C	0xBA4B88
18	3	枯叶市	12	12	3	93	9	0x9ED5C4	0x8AB060	0xBA4C5C
18	4	枯叶市	11	9	3	93	8	0x9ED5E0	0x8AB14C	0xBA4CA0
18	5	枯叶市	11	9	1	93	8	0x9ED5FC	0x8AB238	0xBA4D04
18	6	枯叶市	11	21	3	93	9	0x9ED618	0x8AB42C	0xBA4F94
18	7	枯叶市	11	9	3	93	8	0x9ED634	0x8AB518	0xBA5020
18	8	枯叶市	11	9	2	93	9	0x9ED650	0x9E1AFC	0xBA50BC
18	9	枯叶市	33	29	1	93	0	0x9ED66C	0x9E229C	0xBA52F8
19	0	紫苑镇	15	10	3	92	8	0x9ED688	0x8AB668	0xBA539C
19	1	紫苑镇	15	10	0	92	8	0x9ED6A4	0x8AB7B8	0xBA53B0
19	2	紫苑镇	12	9	3	92	8	0x9ED6C0	0x8AB8B4	0xBA5550
19	3	紫苑镇	11	9	3	92	8	0x9ED6DC	0x8AB9A0	0xBA55AC
19	4	紫苑镇	11	9	4	92	8	0x9ED6F8	0x8ABA8C	0xBA5610
19	5	紫苑镇	11	9	1	92	8	0x9ED714	0x8ABB78	0xBA568C
19	6	紫苑镇	24	20	4	92	9	0x9ED730	0x867160	0xBA5780
19	7	紫苑镇	24	20	2	92	9	0x9ED74C	0x867544	0xBA5888
19	8	紫苑镇	24	20	2	92	9	0x9ED768	0x867928	0xBA5A4C
19	9	紫苑镇	24	20	2	92	9	0x9ED784	0x867D0C	0xBA5BE4
19	10	紫苑镇	24	24	1	92	9	0x9ED7A0	0x8681B0	0xBA5E8C
19	11	未知区域	24	20	2	252	9	0x9ED7BC	0x956690	0xBA6000
19	12	紫苑镇	24	20	3	92	9	0x9ED7D8	0x956A74	0xBA61EC
19	13	紫苑镇	24	20	8	92	0	0x9ED7F4	0x99269C	0xBA6360
19	14	紫苑镇	15	10	3	92	0	0x9ED810	0x9927EC	0xBA63EC
19	15	紫苑镇	11	9	3	92	8	0x9ED82C	0x9928D8	0xBA6460
19	16	紫苑镇	11	9	3	92	8	0x9ED848	0x9929C4	0xBA64EC
19	17	紫苑镇	11	9	3	92	8	0x9ED864	0x992AB0	0xBA6530
19	18	紫苑镇	11	9	3	92	8	0x9ED880	0x992B9C	0xBA658C
19	19	紫苑镇	24	20	3	92	8	0x9ED89C	0x992F80	0xBA6624
19	20	紫苑镇	57	54	2	92	8	0x9ED8B8	0x9947B0	0xBA6808
19	21	紫苑镇	63	47	1	92	8	0x9ED8D4	0x995EF8	0xBA6B0C
19	22	10号道路	24	80	6	110	0	0x9ED8F0	0x9ABAEC	0xBA6BD4
19	23	12号道路	24	120	4	112	0	0x9ED90C	0x9AD190	0xBA6C8C
19	24	13号道路	72	20	0	113	0	0x9ED928	0x9ADCF4	0xBA6D3C
19	25	8号道路	72	20	2	108	0	0x9ED944	0x9AE858	0xBA6E90
19	26	紫苑镇	25	20	2	92	9	0x9ED960	0x9AEC64	0xBA7004
19	27	紫苑镇	24	20	2	92	9	0x9ED97C	0x9AF048	0xBA7104
19	28	紫苑镇	24	20	2	92	9	0x9ED998	0x9AF42C	0xBA7224
19	29	紫苑镇	24	20	2	92	9	0x9ED9B4	0x9AF810	0xBA7384
19	30	岩山隧道	28	26	6	138	4	0x9ED9D0	0x9CB6F4	0xBA73C8
19	31	岩山隧道	28	26	4	138	4	0x9ED9EC	0x9CBCC8	0xBA7420
19	32	岩山隧道	84	79	1	138	4	0x9EDA08	0x9CF0C4	0xBA75D8
19	33	岩山隧道	84	79	1	138	4	0x9EDA24	0x9D24C0	0xBA7A04
19	34	紫苑镇	24	20	1	92	0	0x9EDA40	0x9DD604	0xBA7A2C
19	35	紫苑镇	24	20	2	92	8	0x9EDA5C	0x9DD9E8	0xBA7A78
19	36	紫苑镇	24	20	1	92	8	0x9EDA78	0x9DDDCC	0xBA7AF0
19	37	紫苑镇	24	20	1	92	8	0x9EDA94	0x9DE1B0	0xBA7D5C
19	38	紫苑镇	16	16	3	92	1	0x9EDAB0	0x9DE3D4	0xBA7EA8
19	39	紫苑镇	14	9	3	92	1	0x9EDACC	0x9DE4F4	0xBA7F68
19	40	紫苑镇	84	79	16	92	4	0x9EDAE8	0x9E18F0	0xBA80B4
19	41	紫苑镇	14	9	3	92	0	0x9EDB04	0x9E1A10	0xBA816C
20	0	玉虹市	13	16	8	94	8	0x9EDB20	0x8ABD3C	0xBA81F0
20	1	玉虹市	13	15	3	94	8	0x9EDB3C	0x8ABEE8	0xBA8288
20	2	玉虹市	13	15	3	94	9	0x9EDB58	0x8AC094	0xBA83B0
20	3	玉虹市	13	15	3	94	8	0x9EDB74	0x8AC240	0xBA8430
20	4	玉虹市	13	17	3	94	8	0x9EDB90	0x8AC420	0xBA8510
20	5	玉虹市	19	14	1	94	8	0x9EDBAC	0x8AC658	0xBA858C
20	6	玉虹市	5	7	1	94	8	0x9EDBC8	0x8AC6C4	0xBA85B4
20	7	玉虹市	15	20	6	94	8	0x9EDBE4	0x8AC940	0xBA8670
20	8	玉虹市	15	20	4	94	9	0x9EDC00	0x8ACBBC	0xBA86D4
20	9	玉虹市	15	20	4	94	8	0x9EDC1C	0x8ACE38	0xBA87C8
20	10	玉虹市	14	23	3	94	8	0x9EDC38	0x8AD0E0	0xBA880C
20	11	玉虹市	10	9	1	94	8	0x9EDC54	0x8AD1B8	0xBA887C
20	12	玉虹市	15	10	3	94	8	0x9EDC70	0x8AD308	0xBA8908
20	13	玉虹市	15	10	0	94	8	0x9EDC8C	0x8AD458	0xBA891C
20	14	玉虹市	18	15	3	94	8	0x9EDCA8	0x8AD698	0xBA8A50
20	15	玉虹市	9	10	3	94	8	0x9EDCC4	0x8AD770	0xBA8ADC
20	16	玉虹市	13	20	3	94	9	0x9EDCE0	0x8AD99C	0xBA8D08
20	17	玉虹市	15	11	3	94	8	0x9EDCFC	0x8ADB0C	0xBA8DAC
20	18	玉虹市	11	9	3	94	8	0x9EDD18	0x8ADBF8	0xBA8E20
20	19	玉虹市	17	11	3	94	8	0x9EDD34	0x8ADD94	0xBA8EAC
21	0	金黄市	13	10	4	98	8	0x9EDD50	0x8ADEBC	0xBA8F28
21	1	金黄市	12	9	1	98	9	0x9EDD6C	0x8ADFB8	0xBA8FBC
21	2	金黄市	13	16	3	98	9	0x9EDD88	0x8AE17C	0xBA90F0
21	3	金黄市	29	25	33	98	9	0x9EDDA4	0x8AE74C	0xBA92FC
21	4	金黄市	11	9	3	98	8	0x9EDDC0	0x8AE838	0xBA9394
21	5	金黄市	11	9	3	98	8	0x9EDDDC	0x8AE924	0xBA9408
21	6	金黄市	15	10	3	98	8	0x9EDDF8	0x8AEA74	0xBA94AC
21	7	金黄市	15	10	0	98	8	0x9EDE14	0x8AEBC4	0xBA94C0
21	8	金黄市	11	9	3	98	8	0x9EDE30	0x8AECB0	0xBA9504
21	9	金黄市	11	17	1	98	8	0x9EDE4C	0x8AEE4C	0xBA95F8
21	10	金黄市	66	54	18	98	0	0x9EDE68	0x9A8634	0xBA97C8
21	11	金黄市	19	17	3	98	0	0x9EDE84	0x9A88E0	0xBA9884
21	12	金黄市	13	10	2	98	8	0x9EDEA0	0x9D55F0	0xBA98F0
21	13	金黄市	13	10	1	98	8	0x9EDEBC	0x9D5718	0xBA9984
22	0	浅红市	9	9	4	95	8	0x9EDED8	0x8AEF14	0xBA9A18
22	1	浅红市	11	9	3	95	8	0x9EDEF4	0x8AF000	0xBA9A8C
22	2	浅红市	20	11	3	95	8	0x9EDF10	0x8AF1DC	0xBA9B18
22	3	浅红市	15	23	3	95	9	0x9EDF2C	0x8AF4B4	0xBA9C5C
22	4	浅红市	11	9	3	95	9	0x9EDF48	0x8AF5A0	0xBA9CD0
22	5	浅红市	15	10	3	95	8	0x9EDF64	0x8AF6F0	0xBA9D5C
22	6	浅红市	15	10	0	95	8	0x9EDF80	0x8AF840	0xBA9D70
22	7	浅红市	13	11	3	95	8	0x9EDF9C	0x8AF984	0xBA9E20
22	8	浅红市	10	10	4	95	9	0x9EDFB8	0x8AFA70	0xBA9E9C
22	9	浅红市	11	9	1	95	8	0x9EDFD4	0x8AFB5C	0xBA9ED0
22	10	浅红市	48	40	11	95	2	0x9EDFF0	0x9BE92C	0xBAA024
22	11	18号道路	60	20	2	118	0	0x9EE00C	0x9BF2B0	0xBAA090
22	12	15号道路	72	20	2	115	0	0x9EE028	0x9BFE14	0xBAA168
22	13	15号道路	13	12	2	115	3	0x9EE044	0x9BFF70	0xBAA1A4
22	14	14号道路	24	60	0	114	0	0x9EE060	0x9C3FCC	0xBAA260
22	15	浅红市	15	23	1	95	9	0x9EE07C	0x9C4594	0xBAA27C
22	16	19号水路	9	11	2	119	2	0x9EE098	0x9C4680	0xBAA2B8
22	17	狩猎地带	48	36	1	136	0	0x9EE0B4	0x9D376C	0xBAA4C4
23	0	红莲岛	30	25	3	96	9	0x9EE0D0	0x8B015C	0xBAA6CC
23	1	红莲岛	28	11	6	96	8	0x9EE0EC	0x8B03E8	0xBAA770
23	2	红莲岛	15	11	1	96	8	0x9EE108	0x8B0558	0xBAA7D4
23	3	红莲岛	15	11	1	96	9	0x9EE124	0x8B06C8	0xBAA838
23	4	红莲岛	15	11	1	96	8	0x9EE140	0x8B0838	0xBAA884
23	5	红莲岛	15	10	3	96	8	0x9EE15C	0x8B0988	0xBAA928
23	6	红莲岛	15	10	0	96	8	0x9EE178	0x8B0AD8	0xBAA93C
23	7	红莲岛	11	9	3	96	8	0x9EE194	0x8B0BC4	0xBAA9B0
23	8	红莲岛	28	40	5	96	9	0x9EE1B0	0x98C798	0xBAAA88
23	9	红莲岛	15	30	2	96	9	0x9EE1CC	0x98CB40	0xBAAB04
23	10	红莲岛	32	32	2	96	8	0x9EE1E8	0x98D364	0xBAAB70
23	11	红莲岛	54	50	15	96	9	0x9EE204	0x98E8A0	0xBAB0A0
23	12	红莲岛	50	50	12	96	9	0x9EE220	0x98FC4C	0xBAB1A4
23	13	红莲岛	40	36	2	96	1	0x9EE23C	0x9907B0	0xBAB220
23	14	红莲岛	16	10	1	96	8	0x9EE258	0x990914	0xBAB284
23	15	红莲岛	68	48	24	96	8	0x9EE274	0x9922B8	0xBAB3D0
23	16	红莲岛	24	50	0	96	0	0x9EE290	0x9BB980	0xBAB3FC
23	17	20号水路	120	20	1	120	3	0x9EE2AC	0x9BCC64	0xBAB46C
23	18	19号水路	24	72	4	119	3	0x9EE2C8	0x9BDA08	0xBAB610
23	19	21号水路	24	50	0	121	3	0x9EE2E4	0x9C0CD8	0xBAB654
23	20	红莲岛	10	10	1	96	2	0x9EE300	0x9C40B8	0xBAB670
24	0	石英高原	25	18	2	97	8	0x9EE31C	0x8B0F6C	0xBAB73C
24	1	石英高原	15	10	0	97	8	0x9EE338	0x8B10BC	0xBAB750
25	0	2号道路	15	12	4	102	8	0x9EE354	0x8B3BB0	0xBAB7CC
25	1	2号道路	11	9	3	102	8	0x9EE370	0x8B3C9C	0xBAB828
25	2	2号道路	15	12	4	102	8	0x9EE38C	0x8B3E28	0xBAB88C
25	3	2号道路	15	12	4	102	9	0x9EE3A8	0x8B3FB4	0xBAB8F0
25	4	4号道路	15	10	3	99	8	0x9EE3C4	0x8B4104	0xBAB9AC
25	5	5号道路	12	9	4	105	8	0x9EE3E0	0x8B4200	0xBABA20
25	6	5号道路	9	11	4	105	8	0x9EE3FC	0x8B42EC	0xBABA9C
25	7	6号道路	9	11	4	106	8	0x9EE418	0x8B43D8	0xBABB18
25	8	7号道路	13	9	4	107	8	0x9EE434	0x8B44E8	0xBABB94
25	9	8号道路	13	9	4	108	8	0x9EE450	0x8B45F8	0xBABC10
25	10	10号道路	15	10	3	100	9	0x9EE46C	0x8B4748	0xBABCB4
25	11	11号道路	13	12	5	111	8	0x9EE488	0x8B48A4	0xBABD20
25	12	11号道路	13	11	1	111	9	0x9EE4A4	0x8B49E8	0xBABD84
25	13	12号道路	11	13	5	112	8	0x9EE4C0	0x8B4B2C	0xBABDD8
25	14	12号道路	13	11	1	112	8	0x9EE4DC	0x8B4C70	0xBABE24
25	15	12号道路	11	9	3	112	8	0x9EE4F8	0x8B4D5C	0xBABE74
25	16	15号道路	13	12	5	115	8	0x9EE514	0x8B4EB8	0xBABEC8
25	17	15号道路	13	11	1	115	9	0x9EE530	0x8B4FFC	0xBABF14
25	18	16号道路	11	9	3	116	9	0x9EE54C	0x8B50E8	0xBABF70
25	19	16号道路	13	18	5	116	8	0x9EE568	0x8B52E0	0xBABFDC
25	20	16号道路	13	11	1	116	9	0x9EE584	0x8B5424	0xBAC058
25	21	18号道路	13	12	3	118	8	0x9EE5A0	0x8B5580	0xBAC09C
25	22	18号道路	13	11	1	118	8	0x9EE5BC	0x8B56C4	0xBAC0E8
25	23	19号水路	11	9	0	119	8	0x9EE5D8	0x8B57B0	0xBAC0FC
25	24	22号道路	15	12	4	122	9	0x9EE5F4	0x8B593C	0xBAC148
25	25	23号道路	11	9	0	123	8	0x9EE610	0x8B5A28	0xBAC15C
25	26	25号道路	15	11	4	125	9	0x9EE62C	0x8B5B98	0xBAC214
25	27	常青森林	54	69	6	126	0	0x9EE648	0x8B7F58	0xBAC420
25	28	月见山	48	40	4	127	8	0x9EE664	0x8B8E7C	0xBAC5E0
25	29	月见山	49	40	8	127	8	0x9EE680	0x8B9DF0	0xBAC724
25	30	月见山	48	40	4	127	8	0x9EE69C	0x8BAD14	0xBAC9F0
25	31	圣特安努号	70	32	6	128	9	0x9EE6B8	0x8BBEB8	0xBACAB8
25	32	圣特安努号	31	21	13	128	9	0x9EE6D4	0x8BC3F4	0xBACB74
25	33	圣特安努号	34	16	9	128	9	0x9EE6F0	0x8BC858	0xBACD38
25	34	圣特安努号	22	7	3	128	9	0x9EE70C	0x8BC9B0	0xBACEB4
25	35	圣特安努号	23	7	6	128	9	0x9EE728	0x8BCB18	0xBACF04
25	36	圣特安努号	24	19	2	128	9	0x9EE744	0x8BCECC	0xBAD0A0
25	37	圣特安努号	16	14	1	128	9	0x9EE760	0x8BD0B0	0xBAD1A0
25	38	圣特安努号	9	10	1	128	9	0x9EE77C	0x8BD188	0xBAD2E0
25	39	圣特安努号	6	8	1	128	9	0x9EE798	0x8BD20C	0xBAD314
25	40	圣特安努号	6	8	1	128	9	0x9EE7B4	0x8BD290	0xBAD390
25	41	圣特安努号	6	8	1	128	9	0x9EE7D0	0x8BD314	0xBAD3F4
25	42	圣特安努号	6	8	1	128	9	0x9EE7EC	0x8BD398	0xBAD428
25	43	圣特安努号	6	8	1	128	9	0x9EE808	0x8BD41C	0xBAD45C
25	44	圣特安努号	6	8	1	128	9	0x9EE824	0x8BD4A0	0xBAD490
25	45	圣特安努号	6	9	1	128	9	0x9EE840	0x8BD530	0xBAD4C4
25	46	圣特安努号	6	9	2	128	9	0x9EE85C	0x8BD5C0	0xBAD530
25	47	圣特安努号	6	9	1	128	9	0x9EE878	0x8BD650	0xBAD57C
25	48	圣特安努号	6	9	1	128	9	0x9EE894	0x8BD6E0	0xBAD5E0
25	49	圣特安努号	6	9	1	128	9	0x9EE8B0	0x8BD770	0xBAD62C
25	50	圣特安努号	6	9	1	128	9	0x9EE8CC	0x8BD800	0xBAD678
25	51	圣特安努号	6	9	1	128	9	0x9EE8E8	0x8BD890	0xBAD6C4
25	52	圣特安努号	6	9	1	128	9	0x9EE904	0x8BD920	0xBAD710
25	53	圣特安努号	6	9	1	128	9	0x9EE920	0x8BD9B0	0xBAD75C
25	54	圣特安努号	6	9	1	128	9	0x9EE93C	0x8BDA40	0xBAD7A8
25	55	圣特安努号	6	9	1	128	9	0x9EE958	0x8BDAD0	0xBAD80C
25	56	圣特安努号	6	8	1	128	9	0x9EE974	0x8BDB54	0xBAD840
25	57	地下通道	13	10	4	129	8	0x9EE990	0x8BDC7C	0xBAD88C
25	58	地下通道	8	63	2	130	9	0x9EE9AC	0x8BE090	0xBAD9BC
25	59	地下通道	13	10	4	130	8	0x9EE9C8	0x8BE1B8	0xBADA08
25	60	地下通道	13	10	4	130	8	0x9EE9E4	0x8BE2E0	0xBADA64
25	61	地下通道	80	7	3	130	9	0x9EEA00	0x8BE764	0xBADC18
25	62	地下通道	13	10	4	130	9	0x9EEA1C	0x8BE88C	0xBADC64
25	63	地鼠洞穴	10	8	2	131	4	0x9EEA38	0x8BE950	0xBADCE0
25	64	地鼠洞穴	85	80	2	131	4	0x9EEA54	0x8C1E94	0xBADD04
25	65	地鼠洞穴	10	8	2	131	4	0x9EEA70	0x8C1F58	0xBADD40
25	66	地下通道	65	114	1	129	9	0x9EEA8C	0x9B3218	0xBAE05C
25	67	地下通道	30	114	0	129	9	0x9EEAA8	0x9B4CF4	0xBAE16C
25	68	地下通道	7	30	0	129	8	0x9EEAC4	0x9B4EBC	0xBAE180
25	69	地下通道	40	6	0	129	8	0x9EEAE0	0x9B50C0	0xBAE194
25	70	地下通道	58	58	0	129	9	0x9EEAFC	0x9B6B2C	0xBAE220
25	71	地下通道	20	20	1	129	9	0x9EEB18	0x9B6E70	0xBAE2C4
25	72	10号道路	15	10	1	100	9	0x9EEB34	0x9D5868	0xBAE358
25	73	地下通道	13	10	2	130	9	0x9EEB50	0x9D5990	0xBAE394
26	0	冠军之路	48	22	2	70	4	0x9EEB6C	0x8C27BC	0xBAE478
26	1	冠军之路	51	22	9	132	4	0x9EEB88	0x8C30A4	0xBAE60C
26	2	冠军之路	45	22	5	132	4	0x9EEBA4	0x8C3884	0xBAE750
26	3	火箭队基地	28	34	6	133	8	0x9EEBC0	0x8C4018	0xBAE858
26	4	火箭队基地	32	22	6	133	8	0x9EEBDC	0x8C45BC	0xBAE924
26	5	火箭队基地	22	27	3	133	8	0x9EEBF8	0x8C4A84	0xBAEA00
26	6	火箭队基地	24	26	5	133	8	0x9EEC14	0x8C4F88	0xBAEC88
