group	map	index	label	x	y	elevation	destGroup	destMap	destWarp
1	81	5	出入口6: (18,37) -> 组03 地图28 #1	18	37	3	3	28	1
1	82	0	出入口1: (38,28) -> 组01 地图81 #1	38	28	3	1	81	1
1	82	1	出入口2: (33,3) -> 组01 地图81 #2	33	3	3	1	81	2
1	82	2	出入口3: (27,12) -> 组01 地图81 #3	27	12	3	1	81	3
1	82	3	出入口4: (2,3) -> 组01 地图81 #4	2	3	3	1	81	4
1	83	0	出入口1: (10,6) -> 组01 地图84 #0	10	6	3	1	84	0
1	83	1	出入口2: (31,4) -> 组01 地图84 #1	31	4	3	1	84	1
1	83	2	出入口3: (28,19) -> 组01 地图84 #2	28	19	3	1	84	2
1	83	3	出入口4: (6,21) -> 组03 地图38 #0	6	21	3	3	38	0
1	83	4	出入口5: (32,21) -> 组03 地图38 #1	32	21	3	3	38	1
1	83	5	出入口6: (21,8) -> 组01 地图84 #9	21	8	3	1	84	9
1	83	6	出入口7: (30,8) -> 组01 地图84 #10	30	8	3	1	84	10
1	84	0	出入口1: (10,6) -> 组01 地图83 #0	10	6	4	1	83	0
1	84	1	出入口2: (31,4) -> 组01 地图83 #1	31	4	3	1	83	1
1	84	2	出入口3: (28,19) -> 组01 地图83 #2	28	19	3	1	83	2
1	84	3	出入口4: (7,3) -> 组01 地图85 #3	7	3	3	1	85	3
1	84	4	出入口5: (17,9) -> 组01 地图85 #4	17	9	4	1	85	4
1	84	5	出入口6: (25,19) -> 组01 地图85 #5	25	19	3	1	85	5
1	84	6	出入口7: (32,14) -> 组01 地图85 #6	32	14	3	1	85	6
1	84	7	出入口8: (23,8) -> 组01 地图85 #7	23	8	3	1	85	7
1	84	8	出入口9: (28,8) -> 组01 地图85 #8	28	8	3	1	85	8
1	84	9	出入口10: (21,8) -> 组01 地图83 #5	21	8	3	1	83	5
1	84	10	出入口11: (29,8) -> 组01 地图83 #6	29	8	3	1	83	6
1	85	0	出入口1: (7,17) -> 组01 地图86 #0	7	17	3	1	86	0
1	85	1	出入口2: (32,4) -> 组01 地图86 #1	32	4	3	1	86	1
1	85	2	出入口3: (31,16) -> 组01 地图86 #2	31	16	4	1	86	2
1	85	3	出入口4: (7,4) -> 组01 地图84 #3	7	4	3	1	84	3
1	85	4	出入口5: (17,9) -> 组01 地图84 #4	17	9	4	1	84	4
1	85	5	出入口6: (25,19) -> 组01 地图84 #5	25	19	3	1	84	5
1	85	6	出入口7: (32,14) -> 组01 地图84 #6	32	14	4	1	84	6
1	85	7	出入口8: (22,7) -> 组01 地图84 #7	22	7	3	1	84	7
1	85	8	出入口9: (29,8) -> 组01 地图84 #8	29	8	3	1	84	8
1	85	9	出入口10: (24,8) -> 组01 地图86 #5	24	8	3	1	86	5
1	85	10	出入口11: (27,8) -> 组01 地图86 #6	27	8	3	1	86	6
1	85	11	出入口12: (33,20) -> 组01 地图124 #0	33	20	0	1	124	0
1	86	0	出入口1: (8,14) -> 组01 地图85 #0	8	14	4	1	85	0
1	86	1	出入口2: (31,4) -> 组01 地图85 #1	31	4	3	1	85	1
1	86	2	出入口3: (31,16) -> 组01 地图85 #2	31	16	4	1	85	2
1	86	3	出入口4: (12,9) -> 组01 地图87 #0	12	9	3	1	87	0
1	86	4	出入口5: (29,5) -> 组01 地图87 #1	29	5	3	1	87	1
1	86	5	出入口6: (23,9) -> 组01 地图85 #7	23	9	1	1	85	7
1	86	6	出入口7: (24,9) -> 组01 地图85 #8	24	9	1	1	85	8
1	86	7	出入口8: (6,18) -> 组01 地图87 #2	6	18	3	1	87	2
1	86	8	出入口9: (9,18) -> 组01 地图87 #3	9	18	3	1	87	3
1	86	9	出入口10: (32,10) -> 组01 地图124 #0	32	10	0	1	124	0
1	87	0	出入口1: (15,9) -> 组01 地图86 #3	15	9	4	1	86	3
1	87	1	出入口2: (32,5) -> 组01 地图86 #4	32	5	4	1	86	4
1	87	2	出入口3: (8,17) -> 组01 地图86 #7	8	17	1	1	86	7
1	87	3	出入口4: (9,17) -> 组01 地图86 #8	9	17	1	1	86	8
1	87	4	出入口5: (27,16) -> 组00 地图00 #0	27	16	0	0	0	0
1	87	5	出入口6: (26,18) -> 组00 地图00 #0	26	18	0	0	0	0
1	87	6	出入口7: (28,17) -> 组00 地图00 #0	28	17	0	0	0	0
1	88	0	出入口1: (10,19) -> 组03 地图04 #0	10	19	3	3	4	0
1	88	1	出入口2: (11,18) -> 组03 地图04 #0	11	18	3	3	4	0
1	88	2	出入口3: (12,19) -> 组03 地图04 #0	12	19	3	3	4	0
1	88	3	出入口4: (18,9) -> 组01 地图89 #1	18	9	3	1	89	1
1	89	0	出入口1: (4,10) -> 组01 地图90 #0	4	10	3	1	90	0
1	89	1	出入口2: (18,10) -> 组01 地图88 #3	18	10	3	1	88	3
1	90	0	出入口1: (4,10) -> 组01 地图89 #0	4	10	3	1	89	0
1	90	1	出入口2: (18,10) -> 组01 地图91 #1	18	10	3	1	91	1
1	91	0	出入口1: (4,10) -> 组01 地图92 #0	4	10	3	1	92	0
1	91	1	出入口2: (18,10) -> 组01 地图90 #1	18	10	3	1	90	1
1	92	0	出入口1: (4,10) -> 组01 地图91 #0	4	10	3	1	91	0
1	92	1	出入口2: (18,10) -> 组01 地图93 #1	18	10	3	1	93	1
1	93	0	出入口1: (11,16) -> 组01 地图94 #0	11	16	3	1	94	0
1	93	1	出入口2: (18,10) -> 组01 地图92 #1	18	10	3	1	92	1
1	94	0	出入口1: (11,16) -> 组01 地图93 #0	11	16	3	1	93	0
1	94	1	出入口2: (4,10) -> 组01 地图125 #1	4	10	0	1	125	1
1	94	2	出入口3: (5,10) -> 组00 地图00 #0	5	10	0	0	0	0
1	95	0	出入口1: (4,39) -> 组03 地图28 #2	4	39	3	3	28	2
1	95	1	出入口2: (5,38) -> 组03 地图28 #2	5	38	3	3	28	2
1	95	2	出入口3: (6,39) -> 组03 地图28 #2	6	39	3	3	28	2
1	95	3	出入口4: (1,11) -> 组03 地图28 #4	1	11	3	3	28	4
1	95	4	出入口5: (0,13) -> 组03 地图28 #2	0	13	3	3	28	2
1	96	0	出入口1: (14,14) -> 组01 地图102 #0	14	14	3	1	102	0
1	96	1	出入口2: (4,2) -> 组01 地图106 #2	4	2	3	1	106	2
1	97	0	出入口1: (28,48) -> 组03 地图45 #0	28	48	3	3	45	0
1	97	1	出入口2: (29,48) -> 组03 地图45 #1	29	48	3	3	45	1
1	97	2	出入口3: (14,24) -> 组01 地图98 #0	14	24	3	1	98	0
1	97	3	出入口4: (39,19) -> 组01 地图100 #1	39	19	3	1	100	1
1	97	4	出入口5: (29,7) -> 组01 地图101 #0	29	7	3	1	101	0
1	97	5	出入口6: (42,39) -> 组01 地图103 #0	42	39	0	1	103	0
1	98	0	出入口1: (2,15) -> 组01 地图97 #2	2	15	0	1	97	2
1	98	1	出入口2: (11,1) -> 组01 地图99 #0	11	1	0	1	99	0
1	99	0	出入口1: (8,39) -> 组01 地图98 #1	8	39	0	1	98	1
1	99	1	出入口2: (39,6) -> 组01 地图100 #0	39	6	3	1	100	0
1	100	0	出入口1: (2,4) -> 组01 地图99 #1	2	4	0	1	99	1
1	100	1	出入口2: (11,8) -> 组01 地图97 #3	11	8	0	1	97	3
1	101	0	出入口1: (9,15) -> 组01 地图97 #4	9	15	0	1	97	4
1	102	0	出入口1: (11,7) -> 组01 地图96 #0	11	7	3	1	96	0
1	103	0	出入口1: (22,17) -> 组01 地图97 #5	22	17	3	1	97	5
1	103	1	出入口2: (1,1) -> 组01 地图104 #0	1	1	0	1	104	0
1	103	2	出入口3: (24,5) -> 组01 地图108 #1	24	5	0	1	108	1
1	104	0	出入口1: (9,21) -> 组01 地图103 #1	9	21	0	1	103	1
1	104	1	出入口2: (6,1) -> 组01 地图105 #0	6	1	0	1	105	0
1	105	0	出入口1: (1,7) -> 组01 地图104 #1	1	7	3	1	104	1
1	105	1	出入口2: (13,9) -> 组01 地图106 #0	13	9	3	1	106	0
1	106	0	出入口1: (1,4) -> 组01 地图105 #1	1	4	0	1	105	1
1	106	1	出入口2: (19,19) -> 组01 地图107 #0	19	19	3	1	107	0
1	106	2	出入口3: (5,19) -> 组01 地图96 #1	5	19	3	1	96	1
1	107	0	出入口1: (4,1) -> 组01 地图106 #1	4	1	0	1	106	1
1	107	1	出入口2: (1,5) -> 组01 地图108 #0	1	5	0	1	108	0
1	108	0	出入口1: (6,1) -> 组01 地图107 #1	6	1	0	1	107	1
1	108	1	出入口2: (1,4) -> 组01 地图103 #2	1	4	0	1	103	2
1	109	0	出入口1: (43,41) -> 组03 地图48 #0	43	41	3	3	48	0
1	109	1	出入口2: (42,41) -> 组03 地图48 #0	42	41	3	3	48	0
1	109	2	出入口3: (44,41) -> 组03 地图48 #1	44	41	3	3	48	1
1	109	3	出入口4: (4,8) -> 组00 地图00 #0	4	8	0	0	0	0
1	109	4	出入口5: (0,0) -> 组00 地图00 #0	0	0	0	0	0	0
1	109	5	出入口6: (0,0) -> 组00 地图00 #0	0	0	0	0	0	0
1	110	0	出入口1: (17,30) -> 组03 地图15 #3	17	30	3	3	15	3
1	110	1	出入口2: (10,21) -> 组01 地图111 #0	10	21	3	1	111	0
1	110	2	出入口3: (9,7) -> 组01 地图111 #1	9	7	3	1	111	1
1	111	0	出入口1: (3,17) -> 组01 地图110 #1	3	17	0	1	110	1
1	111	1	出入口2: (2,8) -> 组01 地图110 #2	2	8	3	1	110	2
1	111	2	出入口3: (12,12) -> 组01 地图112 #0	12	12	3	1	112	0
1	111	3	出入口4: (12,3) -> 组01 地图112 #1	12	3	3	1	112	1
1	111	4	出入口5: (15,16) -> 组01 地图112 #2	15	16	3	1	112	2
1	111	5	出入口6: (3,6) -> 组01 地图113 #0	3	6	3	1	113	0
1	112	0	出入口1: (12,12) -> 组01 地图111 #2	12	12	3	1	111	2
1	112	1	出入口2: (12,3) -> 组01 地图111 #3	12	3	3	1	111	3
1	112	2	出入口3: (15,16) -> 组01 地图111 #4	15	16	3	1	111	4
1	113	0	出入口1: (12,23) -> 组01 地图111 #5	12	23	0	1	111	5
1	114	0	出入口1: (24,25) -> 组03 地图56 #0	24	25	3	3	56	0
1	115	0	出入口1: (6,9) -> 组03 地图61 #0	6	9	3	3	61	0
1	115	1	出入口2: (6,5) -> 组01 地图116 #0	6	5	3	1	116	0
1	115	2	出入口3: (13,5) -> 组01 地图120 #0	13	5	3	1	120	0
1	115	3	出入口4: (6,7) -> 组01 地图116 #2	6	7	3	1	116	2
1	116	0	出入口1: (6,7) -> 组01 地图115 #1	6	7	3	1	115	1
1	116	1	出入口2: (6,1) -> 组01 地图117 #0	6	1	3	1	117	0
1	116	2	出入口3: (11,5) -> 组01 地图115 #3	11	5	3	1	115	3
1	116	3	出入口4: (6,9) -> 组01 地图115 #3	6	9	3	1	115	3
1	116	4	出入口5: (1,5) -> 组01 地图115 #3	1	5	3	1	115	3
1	117	0	出入口1: (6,7) -> 组01 地图116 #1	6	7	3	1	116	1
1	117	1	出入口2: (6,1) -> 组01 地图115 #3	6	1	3	1	115	3
1	117	2	出入口3: (11,5) -> 组01 地图115 #3	11	5	3	1	115	3
1	117	3	出入口4: (6,9) -> 组01 地图115 #3	6	9	3	1	115	3
1	117	4	出入口5: (1,5) -> 组01 地图118 #0	1	5	3	1	118	0
1	118	0	出入口1: (6,7) -> 组01 地图117 #4	6	7	3	1	117	4
1	118	1	出入口2: (6,1) -> 组01 地图115 #3	6	1	3	1	115	3
1	118	2	出入口3: (11,5) -> 组01 地图119 #0	11	5	3	1	119	0
1	118	3	出入口4: (6,9) -> 组01 地图115 #3	6	9	3	1	115	3
1	118	4	出入口5: (1,5) -> 组01 地图115 #3	1	5	3	1	115	3
1	119	0	出入口1: (6,7) -> 组01 地图118 #2	6	7	3	1	118	2
1	119	1	出入口2: (6,1) -> 组01 地图115 #3	6	1	3	1	115	3
1	119	2	出入口3: (11,5) -> 组01 地图115 #3	11	5	3	1	115	3
1	119	3	出入口4: (6,9) -> 组01 地图120 #1	6	9	3	1	120	1
1	119	4	出入口5: (1,5) -> 组01 地图115 #3	1	5	3	1	115	3
1	120	0	出入口1: (11,7) -> 组01 地图115 #2	11	7	3	1	115	2
1	120	1	出入口2: (5,9) -> 组01 地图119 #3	5	9	3	1	119	3
1	121	0	出入口1: (54,26) -> 组03 地图59 #0	54	26	3	3	59	0
1	121	1	出入口2: (55,26) -> 组03 地图59 #0	55	26	3	3	59	0
1	121	2	出入口3: (56,26) -> 组03 地图59 #1	56	26	3	3	59	1
1	121	3	出入口4: (3,26) -> 组03 地图59 #2	3	26	3	3	59	2
1	121	4	出入口5: (4,26) -> 组03 地图59 #2	4	26	3	3	59	2
1	121	5	出入口6: (5,26) -> 组03 地图59 #3	5	26	3	3	59	3
1	122	0	出入口1: (18,22) -> 组03 地图58 #0	18	22	3	3	58	0
1	123	0	出入口1: (47,24) -> 组01 地图81 #1	47	24	3	1	81	1
1	123	1	出入口2: (6,37) -> 组03 地图28 #5	6	37	3	3	28	5
1	123	2	出入口3: (27,12) -> 组01 地图81 #3	27	12	3	1	81	3
1	123	3	出入口4: (6,0) -> 组01 地图81 #4	6	0	3	1	81	4
1	124	0	出入口1: (9,1) -> 组01 地图85 #11	9	1	0	1	85	11
1	124	1	出入口2: (14,12) -> 组01 地图86 #9	14	12	0	1	86	9
1	124	2	出入口3: (14,9) -> 组01 地图86 #9	14	9	0	1	86	9
1	124	3	出入口4: (7,12) -> 组01 地图86 #9	7	12	0	1	86	9
1	124	4	出入口5: (9,17) -> 组01 地图86 #9	9	17	0	1	86	9
1	124	5	出入口6: (8,18) -> 组01 地图86 #9	8	18	0	1	86	9
1	124	6	出入口7: (8,21) -> 组01 地图86 #9	8	21	0	1	86	9
1	124	7	出入口8: (13,22) -> 组01 地图86 #9	13	22	0	1	86	9
1	124	8	出入口9: (14,18) -> 组01 地图86 #9	14	18	0	1	86	9
1	124	9	出入口10: (8,10) -> 组01 地图86 #9	8	10	0	1	86	9
1	124	10	出入口11: (1,2) -> 组01 地图86 #9	1	2	0	1	86	9
1	124	11	出入口12: (0,0) -> 组00 地图00 #0	0	0	0	0	0	0
1	125	0	出入口1: (4,10) -> 组01 地图93 #0	4	10	3	1	93	0
1	125	1	出入口2: (3,10) -> 组01 地图94 #1	3	10	0	1	94	1
1	125	2	出入口3: (18,14) -> 组00 地图00 #0	18	14	0	0	0	0
1	125	3	出入口4: (29,15) -> 组01 地图126 #0	29	15	0	1	126	0
1	125	4	出入口5: (2,0) -> 组00 地图00 #0	2	0	0	0	0	0
1	125	5	出入口6: (1,0) -> 组00 地图00 #0	1	0	0	0	0	0
1	126	0	出入口1: (11,23) -> 组01 地图125 #3	11	23	3	1	125	3
1	126	1	出入口2: (4,10) -> 组00 地图00 #0	4	10	0	0	0	0
1	126	2	出入口3: (5,11) -> 组00 地图00 #0	5	11	0	0	0	0
1	126	3	出入口4: (0,1) -> 组00 地图00 #0	0	1	0	0	0	0
1	126	4	出入口5: (0,2) -> 组00 地图00 #0	0	2	0	0	0	0
1	126	5	出入口6: (0,4) -> 组00 地图00 #0	0	4	0	0	0	0
1	126	6	出入口7: (0,4) -> 组00 地图00 #0	0	4	0	0	0	0
1	127	0	出入口1: (29,62) -> 组15 地图00 #3	29	62	3	15	0	3
1	127	1	出入口2: (28,62) -> 组15 地图00 #3	28	62	3	15	0	3
1	127	2	出入口3: (5,9) -> 组15 地图03 #1	5	9	3	15	3	1
1	127	3	出入口4: (6,9) -> 组15 地图03 #1	6	9	3	15	3	1
1	127	4	出入口5: (30,62) -> 组15 地图00 #3	30	62	3	15	0	3
1	127	5	出入口6: (4,9) -> 组15 地图03 #1	4	9	3	15	3	1
1	128	0	出入口1: (5,20) -> 组01 地图128 #0	5	20	0	1	128	0
1	128	1	出入口2: (32,20) -> 组01 地图47 #5	32	20	3	1	47	5
1	128	2	出入口3: (10,5) -> 组01 地图128 #4	10	5	3	1	128	4
1	128	3	出入口4: (19,14) -> 组01 地图128 #0	19	14	3	1	128	0
1	128	4	出入口5: (18,11) -> 组01 地图47 #5	18	11	0	1	47	5
1	128	5	出入口6: (34,18) -> 组01 地图129 #3	34	18	0	1	129	3
1	129	0	出入口1: (5,20) -> 组01 地图128 #0	5	20	0	1	128	0
1	129	1	出入口2: (32,20) -> 组01 地图47 #5	32	20	3	1	47	5
1	129	2	出入口3: (10,5) -> 组01 地图128 #4	10	5	3	1	128	4
1	129	3	出入口4: (22,15) -> 组01 地图128 #5	22	15	3	1	128	5
1	129	4	出入口5: (9,10) -> 组01 地图47 #5	9	10	0	1	47	5
1	129	5	出入口6: (34,18) -> 组00 地图00 #0	34	18	0	0	0	0
2	0	0	出入口1: (9,8) -> 组02 地图36 #1	9	8	3	2	36	1
2	0	1	出入口2: (9,16) -> 组02 地图59 #0	9	16	3	2	59	0
2	1	0	出入口1: (15,6) -> 组02 地图02 #1	15	6	3	2	2	1
2	1	1	出入口2: (4,6) -> 组02 地图10 #0	4	6	3	2	10	0
2	2	0	出入口1: (15,6) -> 组02 地图03 #1	15	6	3	2	3	1
2	2	1	出入口2: (4,6) -> 组02 地图01 #0	4	6	3	2	1	0
2	2	2	出入口3: (13,5) -> 组02 地图11 #0	13	5	0	2	11	0
2	3	0	出入口1: (15,6) -> 组02 地图04 #1	15	6	3	2	4	1
2	3	1	出入口2: (4,6) -> 组02 地图02 #0	4	6	3	2	2	0
2	3	2	出入口3: (13,5) -> 组02 地图11 #0	13	5	0	2	11	0
2	4	0	出入口1: (15,6) -> 组02 地图05 #1	15	6	3	2	5	1
2	4	1	出入口2: (4,6) -> 组02 地图03 #0	4	6	3	2	3	0
2	4	2	出入口3: (13,5) -> 组02 地图11 #0	13	5	0	2	11	0
2	5	0	出入口1: (15,6) -> 组02 地图06 #1	15	6	3	2	6	1
2	5	1	出入口2: (4,6) -> 组02 地图04 #0	4	6	3	2	4	0
2	5	2	出入口3: (13,5) -> 组02 地图11 #0	13	5	0	2	11	0
2	6	0	出入口1: (15,6) -> 组02 地图07 #1	15	6	3	2	7	1
2	6	1	出入口2: (4,6) -> 组02 地图05 #0	4	6	3	2	5	0
2	6	2	出入口3: (13,5) -> 组02 地图11 #0	13	5	0	2	11	0
2	7	0	出入口1: (15,6) -> 组02 地图08 #1	15	6	3	2	8	1
2	7	1	出入口2: (4,6) -> 组02 地图06 #0	4	6	3	2	6	0
2	7	2	出入口3: (13,5) -> 组02 地图11 #0	13	5	0	2	11	0
2	8	0	出入口1: (15,6) -> 组02 地图09 #1	15	6	3	2	9	1
2	8	1	出入口2: (4,6) -> 组02 地图07 #0	4	6	3	2	7	0
2	8	2	出入口3: (13,5) -> 组02 地图11 #0	13	5	0	2	11	0
2	9	0	出入口1: (13,5) -> 组02 地图11 #0	13	5	0	2	11	0
2	9	1	出入口2: (4,6) -> 组02 地图08 #0	4	6	3	2	8	0
2	10	0	出入口1: (9,2) -> 组02 地图01 #1	9	2	3	2	1	1
2	10	1	出入口2: (9,15) -> 组03 地图62 #0	9	15	3	3	62	0
2	10	2	出入口3: (17,8) -> 组02 地图11 #0	17	8	0	2	11	0
2	11	0	出入口1: (2,5) -> 组127 地图127 #127	2	5	3	127	127	127
2	12	0	出入口1: (5,8) -> 组03 地图54 #0	5	8	3	3	54	0
2	12	1	出入口2: (5,5) -> 组02 地图13 #0	5	5	3	2	13	0
2	13	0	出入口1: (8,2) -> 组02 地图12 #1	8	2	3	2	12	1
2	13	1	出入口2: (5,1) -> 组02 地图13 #3	5	1	3	2	13	3
2	13	2	出入口3: (8,5) -> 组02 地图14 #3	8	5	3	2	14	3
2	13	3	出入口4: (5,8) -> 组02 地图13 #1	5	8	3	2	13	1
2	13	4	出入口5: (2,5) -> 组02 地图13 #2	2	5	3	2	13	2
2	14	0	出入口1: (5,1) -> 组02 地图15 #2	5	1	3	2	15	2
2	14	1	出入口2: (8,5) -> 组02 地图13 #4	8	5	3	2	13	4
2	14	2	出入口3: (5,8) -> 组02 地图23 #0	5	8	3	2	23	0
2	14	3	出入口4: (2,5) -> 组02 地图13 #2	2	5	3	2	13	2
2	15	0	出入口1: (5,1) -> 组02 地图13 #3	5	1	3	2	13	3
2	15	1	出入口2: (8,5) -> 组02 地图13 #4	8	5	3	2	13	4
2	15	2	出入口3: (5,8) -> 组02 地图16 #0	5	8	3	2	16	0
2	15	3	出入口4: (2,5) -> 组02 地图13 #2	2	5	3	2	13	2
2	16	0	出入口1: (5,1) -> 组02 地图24 #0	5	1	3	2	24	0
2	16	1	出入口2: (8,5) -> 组02 地图13 #4	8	5	3	2	13	4
2	16	2	出入口3: (5,8) -> 组02 地图17 #0	5	8	3	2	17	0
2	16	3	出入口4: (2,5) -> 组02 地图13 #2	2	5	3	2	13	2
2	17	0	出入口1: (5,1) -> 组02 地图13 #3	5	1	3	2	13	3
2	17	1	出入口2: (8,5) -> 组02 地图18 #3	8	5	3	2	18	3
2	17	2	出入口3: (5,8) -> 组02 地图13 #1	5	8	3	2	13	1
2	17	3	出入口4: (2,5) -> 组02 地图13 #2	2	5	3	2	13	2
2	18	0	出入口1: (5,1) -> 组02 地图13 #3	5	1	3	2	13	3
2	18	1	出入口2: (8,5) -> 组02 地图25 #0	8	5	3	2	25	0
2	18	2	出入口3: (5,8) -> 组02 地图13 #1	5	8	3	2	13	1
2	18	3	出入口4: (2,5) -> 组02 地图19 #1	2	5	3	2	19	1
2	19	0	出入口1: (5,1) -> 组02 地图13 #3	5	1	3	2	13	3
2	19	1	出入口2: (8,5) -> 组02 地图13 #4	8	5	3	2	13	4
2	19	2	出入口3: (5,8) -> 组02 地图20 #0	5	8	3	2	20	0
2	19	3	出入口4: (2,5) -> 组02 地图13 #2	2	5	3	2	13	2
2	20	0	出入口1: (5,1) -> 组02 地图13 #3	5	1	3	2	13	3
2	20	1	出入口2: (8,5) -> 组02 地图21 #3	8	5	3	2	21	3
2	20	2	出入口3: (5,8) -> 组02 地图13 #1	5	8	3	2	13	1
2	20	3	出入口4: (2,5) -> 组02 地图26 #0	2	5	3	2	26	0
2	21	0	出入口1: (5,1) -> 组02 地图22 #0	5	1	3	2	22	0
2	21	1	出入口2: (8,5) -> 组02 地图13 #4	8	5	3	2	13	4
2	21	2	出入口3: (5,8) -> 组02 地图13 #1	5	8	3	2	13	1
2	21	3	出入口4: (2,5) -> 组02 地图13 #2	2	5	3	2	13	2
2	22	0	出入口1: (5,8) -> 组02 地图13 #1	5	8	3	2	13	1
2	23	0	出入口1: (5,1) -> 组02 地图13 #3	5	1	3	2	13	3
2	24	0	出入口1: (5,8) -> 组02 地图13 #1	5	8	3	2	13	1
2	25	0	出入口1: (2,5) -> 组02 地图13 #2	2	5	3	2	13	2
2	26	0	出入口1: (8,5) -> 组02 地图13 #4	8	5	3	2	13	4
2	27	0	出入口1: (11,15) -> 组03 地图65 #0	11	15	3	3	65	0
2	28	0	出入口1: (11,15) -> 组03 地图65 #1	11	15	3	3	65	1
2	29	0	出入口1: (11,15) -> 组03 地图65 #2	11	15	3	3	65	2
2	30	0	出入口1: (11,15) -> 组03 地图65 #3	11	15	3	3	65	3
2	31	0	出入口1: (11,15) -> 组03 地图65 #4	11	15	3	3	65	4
2	32	0	出入口1: (11,15) -> 组03 地图65 #5	11	15	3	3	65	5
2	33	0	出入口1: (11,15) -> 组03 地图65 #6	11	15	3	3	65	6
2	34	0	出入口1: (3,4) -> 组03 地图49 #0	3	4	3	3	49	0
2	34	1	出入口2: (25,5) -> 组03 地图49 #1	25	5	3	3	49	1
2	35	0	出入口1: (7,13) -> 组03 地图64 #0	7	13	3	3	64	0
2	36	0	出入口1: (8,4) -> 组02 地图54 #0	8	4	3	2	54	0
2	36	1	出入口2: (8,23) -> 组02 地图00 #0	8	23	3	2	0	0
2	37	0	出入口1: (10,18) -> 组02 地图42 #1	10	18	3	2	42	1
2	38	0	出入口1: (13,20) -> 组02 地图53 #1	13	20	3	2	53	1
2	39	0	出入口1: (4,4) -> 组02 地图55 #1	4	4	3	2	55	1
2	39	1	出入口2: (2,2) -> 组02 地图40 #0	2	2	3	2	40	0
2	40	0	出入口1: (2,2) -> 组02 地图39 #1	2	2	3	2	39	1
2	40	1	出入口2: (4,4) -> 组02 地图41 #0	4	4	3	2	41	0
2	41	0	出入口1: (4,4) -> 组02 地图40 #1	4	4	3	2	40	1
2	41	1	出入口2: (2,2) -> 组02 地图42 #0	2	2	3	2	42	0
2	42	0	出入口1: (2,2) -> 组02 地图41 #1	2	2	3	2	41	1
2	42	1	出入口2: (4,4) -> 组02 地图37 #0	4	4	3	2	37	0
2	43	0	出入口1: (2,2) -> 组02 地图55 #2	2	2	3	2	55	2
2	43	1	出入口2: (4,4) -> 组02 地图44 #0	4	4	3	2	44	0
2	44	0	出入口1: (4,4) -> 组02 地图43 #1	4	4	3	2	43	1
2	44	1	出入口2: (2,2) -> 组02 地图45 #0	2	2	3	2	45	0
2	45	0	出入口1: (2,2) -> 组02 地图44 #1	2	2	3	2	44	1
2	45	1	出入口2: (4,4) -> 组02 地图46 #0	4	4	3	2	46	0
2	46	0	出入口1: (4,4) -> 组02 地图45 #1	4	4	3	2	45	1
2	46	1	出入口2: (2,2) -> 组02 地图47 #0	2	2	3	2	47	0
2	47	0	出入口1: (2,2) -> 组02 地图46 #1	2	2	3	2	46	1
2	47	1	出入口2: (4,4) -> 组02 地图48 #0	4	4	3	2	48	0
2	48	0	出入口1: (4,4) -> 组02 地图47 #1	4	4	3	2	47	1
2	48	1	出入口2: (2,2) -> 组02 地图49 #0	2	2	3	2	49	0
2	49	0	出入口1: (2,2) -> 组02 地图48 #1	2	2	3	2	48	1
2	49	1	出入口2: (4,4) -> 组02 地图50 #0	4	4	3	2	50	0
2	50	0	出入口1: (4,4) -> 组02 地图49 #1	4	4	3	2	49	1
2	50	1	出入口2: (2,2) -> 组02 地图51 #0	2	2	3	2	51	0
2	51	0	出入口1: (2,2) -> 组02 地图50 #1	2	2	3	2	50	1
2	51	1	出入口2: (4,4) -> 组02 地图52 #0	4	4	3	2	52	0
2	52	0	出入口1: (4,4) -> 组02 地图51 #1	4	4	3	2	51	1
2	52	1	出入口2: (2,2) -> 组02 地图53 #0	2	2	3	2	53	0
2	53	0	出入口1: (2,2) -> 组02 地图52 #1	2	2	3	2	52	1
2	53	1	出入口2: (4,4) -> 组02 地图38 #0	4	4	3	2	38	0
2	54	0	出入口1: (4,2) -> 组02 地图36 #0	4	2	3	2	36	0
2	54	1	出入口2: (11,5) -> 组02 地图55 #0	11	5	3	2	55	0
2	55	0	出入口1: (13,95) -> 组02 地图54 #1	13	95	3	2	54	1
2	55	1	出入口2: (3,1) -> 组02 地图39 #0	3	1	3	2	39	0
2	55	2	出入口3: (26,1) -> 组02 地图43 #0	26	1	3	2	43	0
2	56	0	出入口1: (15,24) -> 组02 地图58 #0	15	24	3	2	58	0
2	57	0	出入口1: (13,36) -> 组03 地图45 #2	13	36	3	3	45	2
2	58	0	出入口1: (8,2) -> 组02 地图56 #0	8	2	3	2	56	0
2	59	0	出入口1: (8,2) -> 组02 地图00 #1	8	2	3	2	0	1
2	60	0	出入口1: (5,20) -> 组02 地图60 #3	5	20	0	2	60	3
2	60	1	出入口2: (32,20) -> 组01 地图47 #5	32	20	3	1	47	5
2	60	2	出入口3: (10,5) -> 组02 地图60 #4	10	5	3	2	60	4
2	60	3	出入口4: (19,14) -> 组02 地图60 #0	19	14	3	2	60	0
2	60	4	出入口5: (18,11) -> 组01 地图47 #5	18	11	0	1	47	5
2	60	5	出入口6: (34,18) -> 组02 地图61 #3	34	18	0	2	61	3
2	61	0	出入口1: (5,20) -> 组01 地图128 #0	5	20	0	1	128	0
2	61	1	出入口2: (32,20) -> 组01 地图47 #5	32	20	3	1	47	5
