group	map	name	width	height	warpCount	region	mapType	headerOffset	layoutOffset	eventsOffset
14	2	阿斯卡纳的钥匙	13	16	3	98	8	0x351680	0x3212C4	0x3BCD60
14	3	阿斯卡纳的钥匙	29	25	35	98	8	0x35169C	0x2D7C44	0x728D24
14	4	阿斯卡纳的钥匙	11	9	3	98	8	0x3516B8	0x2D6AF0	0x7223D4
14	5	阿斯卡纳的钥匙	11	9	3	98	8	0x3516D4	0x2D5BCC	0x3BD078
14	6	阿斯卡纳的钥匙	15	10	4	98	8	0x3516F0	0x2D5990	0x723694
14	7	阿斯卡纳的钥匙	15	10	3	98	8	0x35170C	0x2D5AE0	0x3BD1C8
14	8	阿斯卡纳的钥匙	11	9	3	98	8	0x351728	0x2D6AF0	0x7219F4
14	9	阿斯卡纳的钥匙	11	17	1	98	8	0x351744	0x338A60	0x733860
15	0	由格石室	15	12	4	102	8	0x351760	0x320990	0x3BD37C
15	1	由格石室	11	9	3	102	8	0x35177C	0x2D5840	0x3BD3D8
15	2	由格石室	15	12	4	102	8	0x351798	0x320990	0x3BD43C
15	3	由格石室	15	12	4	102	8	0x3517B4	0x320990	0x3BD4B8
16	0	科斗石室	15	10	4	104	8	0x3517D0	0x2D5990	0x7217E0
16	1	科斗石室	15	10	3	104	8	0x3517EC	0x2D5AE0	0x3BD608
17	0	阿努泽石室	12	9	3	105	8	0x351808	0x33ADC0	0x721E70
17	1	阿努泽石室	9	11	4	105	8	0x351824	0x31E9C0	0x3BD6C8
18	0	澳利弗石室	9	11	4	106	8	0x351840	0x31E9C0	0x3BD744
18	1	澳利弗石室	11	9	0	106	8	0x35185C	0x2D5840	0x3BD758
19	0	灯火温泉	13	9	4	107	8	0x351878	0x31EAD0	0x3BD7D4
20	0	玉虹百货公司	13	9	4	108	8	0x351894	0x31EAD0	0x3BD850
21	0	区域110	15	10	4	110	8	0x3518B0	0x2D5990	0x723ADC
21	1	区域110	15	10	3	110	8	0x3518CC	0x2D5AE0	0x3BD988
22	0	区域111	13	12	5	111	8	0x3518E8	0x320E70	0x3BD9F4
22	1	区域111	13	11	1	111	8	0x351904	0x320804	0x3BDA58
23	0	区域112	11	13	5	112	8	0x351920	0x319DF0	0x3BDAAC
23	1	区域112	13	11	1	112	8	0x35193C	0x320804	0x724B94
23	2	区域112	11	9	3	112	8	0x351958	0x2D6070	0x720C54
24	0	区域115	13	12	5	115	8	0x351974	0x320E70	0x3BDB9C
24	1	区域115	13	11	1	115	8	0x351990	0x320804	0x724CB4
25	0	区域116	11	9	3	116	8	0x3519AC	0x2D5754	0x3BDC44
25	1	区域116	13	18	5	116	8	0x3519C8	0x320D14	0x7210DC
25	2	区域116	13	11	1	116	8	0x3519E4	0x320804	0x3BDDDC
26	0	区域118	13	12	3	118	8	0x351A00	0x320E70	0x3BDED0
26	1	区域118	13	11	1	118	8	0x351A1C	0x320804	0x3BDF1C
27	0	区域119	11	9	0	119	8	0x351A38	0x2D5840	0x3BDF30
28	0	区域122	15	12	4	122	8	0x351A54	0x320B1C	0x3BDF8C
29	0	区域123	11	9	0	123	8	0x351A70	0x2D5840	0x3BDFA0
30	0	区域125	15	11	3	125	8	0x351A8C	0x319030	0x3BE008
31	0	区域148	11	9	2	148	8	0x351AA8	0x34E310	0x3BE050
31	1	区域148	12	9	1	148	8	0x351AC4	0x338C48	0x3BE084
31	2	区域148	11	9	1	148	8	0x351AE0	0x2D5BCC	0x3BE100
31	3	区域148	15	10	2	148	8	0x351AFC	0x2D5990	0x3BE1B4
31	4	区域148	15	10	3	148	8	0x351B18	0x2D5AE0	0x3BE240
31	5	区域148	11	9	0	148	8	0x351B34	0x2D6070	0x3BE254
31	6	区域148	17	13	1	148	8	0x351B50	0x343FB8	0x3BE2A0
32	0	区域143	19	11	2	143	8	0x351B6C	0x33A970	0x727130
32	1	区域143	15	10	3	143	8	0x351B88	0x344108	0x3BE48C
32	2	区域143	11	9	1	143	8	0x351BA4	0x2D5CB8	0x3BE4D8
32	3	区域143	11	9	1	143	8	0x351BC0	0x2D5CB8	0x3BE50C
32	4	区域143	17	13	1	143	8	0x351BDC	0x343FB8	0x3BE558
33	0	区域144	12	10	1	144	8	0x351BF8	0x33AA84	0x727400
33	1	区域144	11	9	1	144	8	0x351C14	0x2D5CB8	0x3BE620
33	2	区域144	15	10	2	144	8	0x351C30	0x2D5990	0x721288
33	3	区域144	15	10	3	144	8	0x351C4C	0x2D5AE0	0x3BE718
33	4	区域144	17	13	1	144	8	0x351C68	0x343FB8	0x3BE764
34	0	区域145	11	9	1	145	8	0x351C84	0x2D7504	0x3BE7A4
34	1	区域145	15	10	2	145	8	0x351CA0	0x2D5990	0x720A2C
34	2	区域145	15	10	3	145	8	0x351CBC	0x2D5AE0	0x3BE8B4
34	3	区域145	11	9	1	145	8	0x351CD8	0x2D5BCC	0x3BE930
34	4	区域145	11	9	1	145	8	0x351CF4	0x2D5CB8	0x3BE97C
34	5	区域145	11	9	1	145	8	0x351D10	0x2D5CB8	0x3BE9B0
34	6	区域145	11	9	1	145	8	0x351D2C	0x2D5CB8	0x3BE9FC
34	7	区域145	11	9	1	145	8	0x351D48	0x2D5CB8	0x3BEA30
35	0	区域146	12	9	1	146	8	0x351D64	0x33AFA8	0x3BEA64
35	1	区域146	15	10	2	146	8	0x351D80	0x2D5990	0x3BEB00
35	2	区域146	15	10	3	146	8	0x351D9C	0x2D5AE0	0x3BEB8C
35	3	区域146	11	9	1	146	8	0x351DB8	0x2D5CB8	0x3BEBD8
35	4	区域146	11	9	1	146	8	0x351DD4	0x2D7418	0x3BED5C
35	5	区域146	17	13	1	146	8	0x351DF0	0x343FB8	0x3BEDA8
35	6	区域146	11	9	1	146	8	0x351E0C	0x2D5CB8	0x3BEDDC
35	7	区域146	11	9	1	146	8	0x351E28	0x2D5BCC	0x3BEE40
36	0	区域147	15	10	2	147	8	0x351E44	0x2D5990	0x3BEEDC
36	1	区域147	15	10	3	147	8	0x351E60	0x2D5AE0	0x3BEF68
36	2	区域147	17	13	1	147	8	0x351E7C	0x343FB8	0x3BEFB4
36	3	区域147	11	9	1	147	8	0x351E98	0x2D5CB8	0x3BEFE8
36	4	区域147	11	9	1	147	8	0x351EB4	0x2D5CB8	0x3BF01C
37	0	区域149	15	10	2	149	8	0x351ED0	0x2D5990	0x3BF0A0
37	1	区域149	15	10	3	149	8	0x351EEC	0x2D5AE0	0x3BF12C
37	2	区域149	17	13	1	149	8	0x351F08	0x343FB8	0x3BF178
37	3	区域149	11	9	1	149	8	0x351F24	0x2D5CB8	0x3BF1AC
37	4	区域149	11	9	1	149	8	0x351F40	0x2D5BCC	0x3BF210
38	0	区域154	17	13	1	154	8	0x351F5C	0x343FB8	0x3BF25C
39	0	区域159	11	9	1	159	8	0x351F78	0x2D657C	0x3BF2C0
40	0	区域152	11	9	1	152	8	0x351F94	0x2D5CB8	0x3BF2F4
41	0	区域165	11	9	1	165	8	0x351FB0	0x2D6070	0x3BF334
41	1	区域165	11	9	1	165	8	0x351FCC	0x2D5CB8	0x3BF368
42	0	区域169	11	9	1	169	8	0x351FE8	0x2D5CB8	0x3BF3CC
